ID_Pedido,Valor_Frete_BRL,Tempo_Entrega_Horas,Qtd_Itens_Pacote,Status_Atraso,Regiao_Destino
764,32.86,17.6,2,0,Sul
765,22.51,124.7,4,0,Oeste
766,20.54,35.5,4,0,Leste
767,23.48,174.4,3,0,Sul
768,24.12,17.2,4,0,Norte
769,28.24,191.5,3,0,Sul
770,29.31,15.6,2,0,Oeste
771,23.79,23.3,4,0,Leste
772,970.65,47.2,2,0,Leste
773,0.14,73.6,3,0,Sul
774,21.38,57.0,3,0,Leste
775,36.45,7.2,5,0,Norte
776,28.59,20.9,2,0,Sul
777,16.41,13.2,2,0,Leste
778,21.9,11.0,3,0,Sul
779,20.23,32.7,4,0,Leste
780,33.56,6.1,2,0,Sul
781,32.75,73.7,2,0,Leste
782,18.75,60.1,3,0,Leste
783,25.08,121.0,2,0,Leste
784,15.93,14.1,3,0,Sul
785,19.99,15.3,3,0,Norte
786,20.28,76.8,2,1,Oeste
787,19.38,81.6,2,0,Sul
788,27.93,97.4,3,0,Leste
789,35.79,83.4,2,0,Oeste
790,24.52,39.5,3,1,Sul
791,16.56,22.9,3,0,Sul
792,26.66,59.6,4,0,Leste
793,26.68,23.3,4,0,Oeste
794,23.49,36.0,3,0,Oeste
795,39.87,24.4,5,0,Leste
796,26.95,41.0,5,0,Leste
797,29.59,89.4,2,1,Sul
798,7.06,25.0,4,0,Oeste
799,17.3,22.2,2,0,Oeste
800,29.11,30.4,1,1,Sul
801,27.27,12.9,4,0,Sul
802,21.97,56.3,4,0,Sul
803,28.63,36.4,1,0,Sul
804,32.42,32.2,1,0,Leste
805,21.22,43.1,5,0,Sul
806,20.02,10.2,2,0,Norte
807,22.95,101.5,5,1,Sul
808,28.99,21.9,3,1,Oeste
809,20.42,24.5,3,0,Leste
810,31.82,66.2,4,0,Leste
811,21.14,54.0,3,1,Sul
812,20.52,163.9,3,0,Oeste
813,43.77,15.3,1,0,Leste
814,15.12,15.6,4,1,Sul
815,31.25,12.7,3,0,Norte
816,10.55,36.8,3,0,Norte
817,30.27,26.7,2,0,Sul
818,46.53,19.0,2,0,Leste
819,33.46,31.4,2,0,Oeste
820,35.7,14.5,4,0,Leste
821,24.23,114.1,2,0,Leste
822,32.54,18.9,5,0,Leste
823,26.99,21.0,3,0,Leste
824,41.21,4.9,2,0,Leste
825,16.15,8.9,2,0,Sul
826,34.5,20.7,4,1,Sul
827,28.42,25.9,3,0,Leste
828,17.7,58.9,1,0,Norte
829,22.8,10.0,4,0,Sul
830,12.19,47.5,2,0,Leste
831,1.12,54.6,1,0,Oeste
832,15.4,56.9,7,0,Leste
833,21.9,75.8,2,0,Leste
834,25.65,13.1,5,0,Leste
835,14.52,51.1,4,0,Leste
836,22.47,135.9,4,0,Leste
837,26.89,101.5,4,1,Oeste
838,20.39,150.4,4,0,Leste
839,16.35,40.2,2,0,Leste
840,19.15,20.6,1,0,Leste
841,35.69,4.4,2,0,Leste
842,11.19,12.3,2,0,Sul
843,34.23,21.8,1,0,Norte
844,35.92,25.1,2,1,Norte
845,22.15,17.6,4,0,Oeste
846,28.68,43.5,1,0,Sul
847,18.75,38.7,1,0,Sul
848,27.14,34.2,3,1,Leste
849,42.81,62.1,2,0,Sul
850,35.17,22.7,5,0,Leste
851,20.97,79.6,1,0,Sul
852,14.45,12.6,3,0,Oeste
853,22.65,26.0,5,0,Oeste
854,27.19,42.7,3,1,Oeste
855,30.77,7.1,5,0,Leste
856,24.13,22.1,2,0,Leste
857,39.29,58.5,3,0,Sul
858,25.26,23.5,1,0,Norte
859,21.2,7.7,3,0,Norte
860,29.2,16.3,3,0,Leste
861,30.6,11.3,5,0,Leste
862,18.9,49.3,2,0,Leste
863,17.49,36.4,6,0,Norte
864,11.86,9.5,2,0,Leste
865,22.69,8.9,1,0,Leste
866,34.73,18.5,4,0,Leste
867,30.33,34.0,2,0,Leste
868,33.99,19.3,4,0,Sul
869,19.77,43.8,5,0,Leste
870,23.69,42.6,1,1,Leste
871,9.75,50.7,2,0,Sul
872,33.06,10.7,3,0,Sul
873,35.74,26.6,2,0,Leste
874,16.47,78.3,5,0,Leste
875,38.01,19.3,2,0,Leste
876,23.12,17.3,5,0,Sul
877,16.33,22.4,1,0,Oeste
878,22.47,22.0,1,0,Leste
879,30.03,36.5,3,0,Leste
880,24.57,20.8,5,0,Leste
881,20.38,6.6,5,0,Sul
882,29.74,85.5,2,0,Leste
883,30.48,49.7,4,0,Sul
884,23.61,37.3,2,0,Oeste
885,22.15,30.7,2,0,Leste
886,20.64,25.6,2,0,Leste
887,28.83,17.5,3,0,Leste
888,12.17,7.4,4,0,Oeste
889,18.9,121.7,4,0,Leste
890,23.7,33.7,1,0,Leste
891,18.69,9.1,1,0,Leste
892,27.03,14.6,1,0,Leste
893,26.31,42.2,2,0,Leste
894,44.85,41.6,3,0,Sul
895,18.91,18.2,4,0,Leste
896,24.91,14.0,3,0,Sul
897,17.34,21.0,4,0,Oeste
898,40.52,7.1,4,1,Sul
899,38.61,22.6,5,0,Oeste
900,12.46,22.8,3,0,Leste
901,23.68,112.3,2,0,Leste
902,25.29,23.1,3,0,Leste
903,22.28,40.5,3,0,Sul
904,21.13,118.9,3,0,Sul
905,31.17,14.1,2,0,Norte
906,39.3,20.1,2,1,Leste
907,31.46,21.5,1,0,Leste
908,31.91,8.7,1,0,Leste
909,22.16,26.9,3,0,Sul
910,33.14,84.0,2,0,Sul
911,33.11,65.1,8,0,Leste
912,21.2,85.3,2,0,Oeste
913,23.14,19.9,2,0,Leste
914,12.4,13.4,2,0,Leste
915,14.18,201.3,3,0,Leste
916,21.53,39.3,5,0,Norte
917,16.44,9.1,3,0,Oeste
918,31.44,256.8,2,1,Leste
919,23.73,30.8,2,0,Sul
920,29.26,3.1,2,0,Leste
921,15.23,106.0,1,0,Sul
922,35.39,5.2,5,0,Oeste
923,28.92,41.7,2,1,Sul
924,28.24,65.0,4,0,Leste
925,32.57,57.1,4,0,Sul
926,27.55,115.0,4,0,Leste
927,16.89,74.7,3,0,Leste
928,30.02,146.2,3,0,Leste
929,18.7,30.7,4,0,Leste
930,26.69,23.8,3,0,Oeste
931,18.82,25.1,1,0,Norte
932,38.3,99.4,4,0,Sul
933,30.36,19.9,3,1,Sul
934,33.06,65.2,5,0,Oeste
935,18.93,16.6,3,0,Sul
936,27.39,16.9,2,0,Leste
937,26.52,85.4,4,0,Leste
938,25.88,47.0,3,1,Sul
939,9.5,5.9,3,0,Sul
940,40.71,16.7,1,0,Sul
941,24.69,4.2,1,0,Leste
942,29.01,24.5,5,0,Sul
943,14.48,26.6,2,0,Norte
944,776.31,22.7,3,0,Oeste
945,36.04,86.9,2,0,Oeste
946,31.84,46.1,2,0,Sul
947,27.18,238.1,2,0,Sul
948,43.68,50.8,3,1,Norte
949,32.86,51.5,4,0,Leste
950,14.07,41.2,3,0,Leste
951,26.8,26.7,2,0,Sul
952,29.67,19.7,2,0,Sul
953,25.84,27.4,3,0,Leste
954,29.58,28.5,2,1,Leste
955,36.53,30.7,4,0,Norte
956,23.49,55.1,3,0,Leste
957,21.96,42.1,2,0,Sul
958,16.32,21.9,4,0,Sul
959,10.07,18.3,4,0,Leste
960,22.5,39.6,5,0,Leste
961,19.58,15.8,1,0,Leste
962,23.35,23.5,5,0,Oeste
963,20.32,21.6,3,0,Leste
964,16.4,230.6,3,0,Leste
965,20.6,11.9,1,0,Leste
966,29.1,17.6,2,0,Oeste
967,20.72,21.2,5,0,Oeste
968,23.49,23.1,3,0,Norte
969,41.76,73.7,4,0,Oeste
970,33.6,27.0,3,0,Leste
971,26.82,11.5,8,0,Leste
972,27.09,104.0,3,1,Sul
973,19.32,40.9,4,0,Leste
974,21.64,46.4,1,0,Oeste
975,22.78,55.7,3,0,Sul
976,25.84,12.4,4,0,Oeste
977,24.65,32.9,4,0,Norte
978,476.72,63.9,4,0,Sul
979,29.77,19.8,4,0,Leste
980,20.41,42.3,2,0,Leste
981,40.38,51.2,3,0,Leste
982,35.0,10.3,3,0,Norte
983,11.71,14.5,2,0,Oeste
984,22.97,5.3,2,0,Norte
985,37.87,39.7,4,0,Sul
986,30.3,149.6,5,0,Norte
987,25.71,19.0,2,0,Leste
988,6.4,28.4,1,0,Oeste
989,23.26,74.5,3,0,Leste
990,26.68,41.0,2,0,Leste
991,8.55,15.2,3,0,Norte
992,29.91,112.3,4,0,Leste
993,19.39,38.8,3,0,Leste
994,27.41,27.5,1,0,Leste
995,26.05,29.4,2,0,Norte
996,22.96,53.1,2,0,Leste
997,31.33,20.3,1,1,Leste
998,27.25,116.4,5,0,Leste
999,46.73,90.6,2,1,Leste
1000,39.22,33.3,3,0,Sul
1001,16.9,34.8,1,0,Leste
1002,34.49,16.8,5,0,Sul
1003,19.11,19.9,1,0,Oeste
1004,15.61,13.4,2,0,Leste
1005,13.19,28.1,3,0,Sul
1006,22.13,34.8,4,0,Oeste
1007,33.05,9.3,2,0,Leste
1008,26.27,57.5,3,0,Norte
1009,29.07,16.5,5,0,Leste
1010,0.82,46.0,7,0,Sul
1011,23.17,63.2,1,0,Leste
1012,16.58,94.2,2,1,Leste
1013,12.36,79.7,2,1,Oeste
1014,15.37,124.6,3,0,Leste
1015,25.57,63.6,1,0,Leste
1016,30.26,37.9,4,1,Leste
1017,17.72,22.7,6,0,Sul
1018,29.71,30.1,2,0,Leste
1019,31.53,121.9,5,1,Leste
1020,27.64,28.3,3,0,Norte
1021,18.13,33.0,3,0,Leste
1022,21.02,107.9,4,0,Oeste
1023,27.62,27.5,3,1,Oeste
1024,19.27,17.5,5,1,Norte
1025,30.17,82.0,3,1,Norte
1026,16.14,17.1,8,0,Sul
1027,28.05,45.7,2,0,Oeste
1028,32.26,39.8,3,0,Sul
1029,26.53,42.6,4,0,Leste
1030,17.08,4.8,2,0,Sul
1031,11.96,61.8,2,0,Leste
1032,16.14,31.6,4,0,Sul
1033,28.9,54.2,3,0,Leste
1034,23.35,49.4,2,0,Sul
1035,20.2,42.6,5,0,Leste
1036,28.18,24.1,3,0,Sul
1037,9.11,24.3,2,0,Leste
1038,22.9,31.7,3,0,Oeste
1039,16.15,38.0,4,0,Sul
1040,14.2,23.6,2,0,Oeste
1041,20.88,70.4,1,0,Leste
1042,44.78,25.5,2,0,Sul
1043,30.06,15.1,1,0,Leste
1044,15.96,53.3,2,0,Sul
1045,34.69,149.1,3,1,Leste
1046,14.55,13.0,2,0,Leste
1047,37.14,30.0,5,0,Sul
1048,17.95,77.6,2,0,Leste
1049,25.88,52.2,3,0,Leste
1050,41.69,54.4,1,0,Oeste
1051,22.2,33.9,1,0,Leste
1052,39.7,3.9,6,0,Oeste
1053,24.42,40.7,1,1,Leste
1054,24.3,44.6,1,0,Sul
1055,17.91,81.5,2,1,Leste
1056,36.3,18.2,1,0,Leste
1057,21.04,127.3,2,0,Leste
1058,40.24,25.8,2,0,Leste
1059,19.98,22.5,4,0,Leste
1060,21.36,18.6,2,0,Leste
1061,33.03,76.5,2,0,Leste
1062,24.13,13.8,4,1,Sul
1063,27.31,54.9,3,0,Leste
1064,14.53,17.4,4,0,Leste
1065,25.88,32.0,2,0,Sul
1066,27.97,9.8,1,0,Leste
1067,38.79,62.1,1,0,Leste
1068,21.17,29.4,2,0,Sul
1069,27.7,51.7,7,0,Sul
1070,34.68,28.7,1,0,Sul
1071,25.34,50.5,6,0,Oeste
1072,33.69,31.9,2,0,Sul
1073,44.99,59.9,4,0,Sul
1074,25.24,50.8,4,0,Leste
1075,35.59,38.7,3,1,Sul
1076,29.12,16.1,3,0,Norte
1077,31.86,23.3,3,0,Sul
1078,30.64,17.9,3,0,Leste
1079,33.53,103.9,5,0,Leste
1080,33.0,61.8,3,1,Sul
1081,24.44,34.1,2,0,Leste
1082,20.55,21.1,3,0,Oeste
1083,28.4,17.6,4,0,Sul
1084,13.38,36.5,4,0,Sul
1085,29.95,144.7,2,1,Sul
1086,30.97,33.3,4,0,Leste
1087,23.57,86.6,4,0,Leste
1088,25.35,41.3,2,0,Sul
1089,32.29,51.9,2,1,Leste
1090,30.98,22.6,1,0,Norte
1091,32.41,28.3,2,1,Leste
1092,31.22,17.0,3,0,Leste
1093,25.85,42.3,5,0,Sul
1094,24.88,27.3,4,0,Leste
1095,28.38,44.2,2,0,Sul
1096,36.63,15.1,4,0,Leste
1097,27.11,47.7,5,0,Norte
1098,35.44,37.9,3,0,Oeste
1099,8.74,36.9,4,0,Sul
1100,27.57,45.2,2,0,Oeste
1101,25.66,27.4,1,0,Sul
1102,11.67,696.0,2,1,Leste
1103,12.88,48.2,2,1,Sul
1104,28.69,36.0,4,1,Oeste
1105,25.86,60.0,2,1,Sul
1106,31.32,21.8,5,0,Sul
1107,4.23,21.3,5,0,Leste
1108,33.56,62.8,2,0,Norte
1109,33.61,67.4,2,0,Sul
1110,13.93,85.9,2,0,Oeste
1111,36.26,10.6,4,0,Oeste
1112,39.32,29.9,4,0,Sul
1113,14.33,43.1,3,0,Oeste
1114,25.86,58.9,3,0,Leste
1115,26.59,50.5,5,0,Sul
1116,10.62,16.8,2,0,Leste
1117,22.36,50.0,3,0,Leste
1118,36.23,42.8,3,0,Oeste
1119,18.12,42.7,3,0,Sul
1120,39.63,13.8,4,0,Leste
1121,27.95,15.7,3,1,Norte
1122,18.67,141.1,2,1,Sul
1123,25.36,72.9,4,0,Norte
1124,13.29,31.5,3,0,Oeste
1125,28.43,31.9,3,0,Leste
1126,23.46,196.0,5,0,Leste
1127,21.59,34.3,1,0,Leste
1128,13.43,30.2,6,0,Sul
1129,24.35,17.6,2,0,Sul
1130,26.64,27.5,2,0,Sul
1131,14.04,8.6,3,0,Sul
1132,33.65,50.2,2,0,Leste
1133,27.22,90.7,2,0,Leste
1134,18.21,91.5,1,0,Norte
1135,24.24,18.9,2,0,Norte
1136,31.7,5.3,2,0,Sul
1137,35.96,43.4,2,0,Leste
1138,37.7,95.1,2,0,Oeste
1139,39.4,9.2,1,0,Leste
1140,1349.64,24.6,4,0,Leste
1141,19.32,44.1,2,0,Leste
1142,13.79,16.9,3,0,Sul
1143,33.73,8.3,2,0,Sul
1144,23.62,18.3,2,0,Oeste
1145,35.1,21.0,2,0,Leste
1146,13.66,7.3,2,0,Sul
1147,19.49,78.0,5,0,Leste
1148,18.61,114.8,6,0,Leste
1149,34.91,33.9,2,0,Leste
1150,30.61,59.4,1,0,Oeste
1151,8.77,10.1,4,0,Leste
1152,21.27,29.6,5,0,Leste
1153,32.68,20.8,5,0,Norte
1154,33.91,46.0,5,0,Norte
1155,28.31,3.8,4,0,Sul
1156,26.45,26.0,3,0,Norte
1157,17.55,54.7,1,0,Leste
1158,33.56,40.1,4,1,Leste
1159,15.42,61.9,4,0,Sul
1160,12.11,20.5,3,0,Leste
1161,26.66,3.5,2,0,Sul
1162,21.45,79.8,3,0,Sul
1163,30.79,60.8,2,0,Sul
1164,28.88,116.2,1,0,Sul
1165,38.66,35.1,5,0,Sul
1166,28.24,46.2,2,0,Leste
1167,33.48,213.4,5,0,Leste
1168,18.19,7.5,3,0,Oeste
1169,30.69,47.3,2,0,Norte
1170,22.79,87.7,4,0,Sul
1171,21.05,39.3,3,0,Norte
1172,17.78,34.9,2,1,Leste
1173,37.34,10.1,1,0,Norte
1174,24.94,107.1,1,0,Leste
1175,18.69,77.9,5,0,Leste
1176,30.42,92.4,5,0,Leste
1177,21.48,32.5,4,0,Leste
1178,18.61,25.6,2,0,Sul
1179,48.22,32.9,2,0,Sul
1180,15.33,129.0,5,0,Sul
1181,39.92,26.9,2,1,Leste
1182,18.52,108.4,4,0,Sul
1183,30.01,29.4,2,0,Sul
1184,24.19,16.7,4,1,Oeste
1185,30.89,6.3,3,0,Norte
1186,13.94,52.4,3,1,Leste
1187,12.97,61.2,4,0,Leste
1188,31.14,13.2,4,0,Sul
1189,10.76,107.9,3,0,Sul
1190,15.65,11.0,2,0,Sul
1191,24.28,58.4,2,0,Leste
1192,14.65,60.7,3,0,Leste
1193,15.67,78.1,3,0,Leste
1194,21.71,6.8,4,0,Oeste
1195,7.52,77.7,1,0,Leste
1196,13.79,29.5,5,0,Sul
1197,35.72,25.2,4,1,Sul
1198,32.66,64.1,1,1,Leste
1199,43.12,71.4,3,0,Sul
1200,29.76,6.7,1,0,Norte
1201,35.41,11.8,3,0,Leste
1202,21.63,86.4,2,0,Leste
1203,23.5,48.4,5,0,Oeste
1204,28.3,38.3,2,0,Leste
1205,1042.17,15.1,1,0,Norte
1206,29.37,47.0,3,0,Oeste
1207,20.01,87.8,3,0,Sul
1208,21.35,211.5,2,0,Sul
1209,32.98,24.9,3,0,Leste
1210,12.58,66.8,4,1,Norte
1211,25.44,146.0,3,0,Leste
1212,28.58,10.4,2,0,Sul
1213,20.76,139.7,1,0,Leste
1214,25.3,38.9,3,0,Sul
1215,25.68,35.2,3,0,Leste
1216,32.18,21.5,2,0,Leste
1217,23.54,24.8,4,0,Sul
1218,14.98,18.2,2,0,Sul
1219,20.38,15.4,5,0,Sul
1220,22.21,47.5,4,0,Sul
1221,18.59,80.7,5,1,Leste
1222,26.52,14.3,4,0,Leste
1223,26.13,19.0,1,0,Sul
1224,25.72,40.7,4,1,Sul
1225,17.82,13.6,2,0,Sul
1226,26.04,40.3,1,0,Leste
1227,35.31,26.7,3,0,Sul
1228,27.36,8.9,4,0,Oeste
1229,33.58,48.3,4,1,Leste
1230,25.87,21.1,1,0,Sul
1231,19.9,75.2,1,1,Leste
1232,31.88,28.3,4,0,Oeste
1233,13.74,18.7,3,0,Leste
1234,20.53,32.2,6,0,Sul
1235,23.87,89.4,4,0,Sul
1236,30.22,144.5,2,0,Leste
1237,35.2,53.2,2,0,Leste
1238,31.77,20.7,2,0,Leste
1239,30.97,34.0,3,1,Oeste
1240,31.92,30.6,1,0,Oeste
1241,33.03,29.4,5,0,Oeste
1242,15.9,27.0,1,0,Norte
1243,42.64,15.3,3,0,Leste
1244,33.88,72.3,3,0,Leste
1245,23.55,65.9,2,0,Leste
1246,27.97,33.7,2,0,Leste
1247,14.49,90.6,4,0,Sul
1248,22.92,53.1,3,0,Leste
1249,22.26,13.6,6,1,Leste
1250,21.6,24.9,2,0,Norte
1251,31.52,108.2,5,0,Leste
1252,25.83,24.8,3,0,Sul
1253,15.44,19.0,3,0,Sul
1254,15.6,59.0,3,0,Norte
1255,9.28,26.5,5,0,Leste
1256,32.04,51.9,1,0,Leste
1257,23.2,32.2,2,0,Leste
1258,31.04,17.5,2,0,Leste
1259,50.12,19.0,4,0,Leste
1260,17.81,8.6,2,0,Sul
1261,27.62,13.7,2,0,Sul
1262,36.55,54.7,4,0,Oeste
1263,21.09,86.9,3,0,Sul
1264,22.29,20.3,7,0,Oeste
1265,29.24,11.0,5,0,Leste
1266,45.34,82.3,2,0,Leste
1267,30.09,84.3,2,0,Oeste
1268,18.26,59.0,2,0,Norte
1269,19.22,10.4,3,0,Sul
1270,21.09,50.0,3,0,Leste
1271,10.44,51.5,8,0,Sul
1272,23.73,68.1,4,0,Oeste
1273,25.06,37.4,2,0,Norte
1274,25.37,18.2,2,0,Leste
1275,13.4,24.0,2,0,Leste
1276,27.76,84.9,2,0,Leste
1277,17.13,44.9,3,0,Sul
1278,23.09,11.6,3,1,Sul
1279,19.06,129.7,2,0,Leste
1280,34.24,83.5,4,0,Sul
1281,19.52,125.2,2,0,Leste
1282,35.76,82.1,1,0,Leste
1283,26.09,15.8,3,0,Leste
1284,28.36,43.1,6,0,Leste
1285,25.67,53.7,3,0,Sul
1286,18.18,11.3,3,0,Leste
1287,28.25,13.0,2,0,Oeste
1288,21.56,60.0,4,0,Leste
1289,27.54,64.0,2,0,Oeste
1290,29.83,220.2,2,0,Leste
1291,40.26,26.9,3,0,Sul
1292,28.77,8.6,4,0,Sul
1293,32.65,29.3,2,0,Oeste
1294,30.28,65.0,5,0,Sul
1295,23.2,24.7,4,0,Oeste
1296,30.43,35.9,4,0,Oeste
1297,24.01,19.8,3,0,Sul
1298,21.7,86.0,5,0,Norte
1299,16.28,60.1,4,0,Leste
1300,30.22,17.2,3,0,Sul
1301,20.45,21.8,4,0,Leste
1302,30.03,19.2,3,1,Leste
1303,25.04,7.5,2,0,Leste
1304,22.73,18.0,3,0,Leste
1305,18.09,8.0,5,0,Sul
1306,35.41,69.9,4,0,Leste
1307,21.86,74.5,6,0,Sul
1308,37.69,26.1,3,0,Sul
1309,18.45,39.0,1,0,Leste
1310,37.06,78.0,2,0,Leste
1311,25.67,62.0,2,0,Sul
1312,31.89,164.6,1,1,Leste
1313,14.6,40.8,1,0,Leste
1314,14.56,105.9,5,0,Sul
1315,27.06,35.7,3,0,Sul
1316,16.89,30.1,5,0,Oeste
1317,35.63,57.0,2,0,Leste
1318,27.91,51.5,2,0,Leste
1319,19.85,20.4,2,0,Leste
1320,17.64,17.1,7,0,Norte
1321,22.69,35.2,3,0,Leste
1322,20.46,7.3,3,0,Leste
1323,28.96,25.9,4,0,Leste
1324,24.39,15.1,7,0,Sul
1325,34.35,20.9,5,1,Norte
1326,30.06,17.8,3,0,Sul
1327,18.06,61.2,2,0,Oeste
1328,21.6,47.3,3,0,Leste
1329,18.08,34.5,3,0,Leste
1330,18.09,24.4,2,0,Norte
1331,10.64,75.8,1,0,Norte
1332,32.53,68.1,1,0,Leste
1333,35.34,30.3,2,0,Leste
1334,17.1,97.9,3,1,Leste
1335,16.29,28.5,5,1,Sul
1336,29.49,39.0,1,0,Leste
1337,18.44,20.9,5,0,Sul
1338,35.19,24.2,6,0,Sul
1339,19.27,20.1,3,0,Leste
1340,7.89,57.4,2,0,Sul
1341,23.96,44.7,3,0,Sul
1342,20.26,14.3,2,0,Leste
1343,26.18,52.1,2,0,Leste
1344,22.21,139.0,3,0,Leste
1345,29.61,19.5,1,0,Leste
1346,28.39,18.7,1,0,Norte
1347,27.61,33.3,4,0,Sul
1348,26.53,99.7,3,0,Oeste
1349,25.0,23.3,3,1,Leste
1350,13.82,144.5,1,0,Leste
1351,28.11,14.2,2,0,Norte
1352,30.86,38.5,1,0,Leste
1353,27.79,8.5,2,0,Norte
1354,23.39,15.7,1,0,Leste
1355,29.72,27.9,3,0,Oeste
1356,26.89,41.1,4,0,Oeste
1357,30.68,89.4,3,1,Leste
1358,24.3,18.9,6,0,Leste
1359,13.58,46.4,5,0,Oeste
1360,23.57,11.3,3,0,Leste
1361,17.41,74.3,2,1,Norte
1362,21.29,94.5,3,0,Leste
1363,25.69,75.9,2,0,Sul
1364,32.92,75.9,3,0,Leste
1365,30.33,30.8,4,0,Leste
1366,26.67,41.3,3,0,Leste
1367,34.98,30.6,1,0,Sul
1368,25.38,31.9,4,1,Sul
1369,26.62,18.3,8,0,Leste
1370,21.97,41.5,3,0,Leste
1371,618.79,46.3,3,1,Leste
1372,29.46,72.8,3,0,Sul
1373,12.46,45.3,3,0,Oeste
1374,17.55,67.0,3,0,Oeste
1375,26.42,18.3,2,0,Sul
1376,18.21,103.4,2,0,Norte
1377,25.14,27.3,4,0,Leste
1378,26.18,6.4,4,0,Leste
1379,20.52,24.2,3,0,Oeste
1380,25.44,52.5,3,0,Oeste
1381,25.33,35.4,3,0,Leste
1382,15.88,7.0,1,0,Leste
1383,29.37,39.3,4,1,Norte
1384,8.75,36.6,3,0,Sul
1385,40.03,15.2,3,0,Leste
1386,29.27,52.0,2,0,Leste
1387,33.17,29.8,4,0,Leste
1388,30.29,7.0,6,0,Leste
1389,24.66,57.7,1,1,Sul
1390,18.82,38.1,1,0,Leste
1391,24.8,111.1,2,0,Norte
1392,31.69,16.6,3,0,Leste
1393,18.42,27.5,3,0,Leste
1394,26.26,77.7,2,0,Leste
1395,10.52,15.9,6,0,Oeste
1396,18.53,75.5,1,0,Sul
1397,18.13,77.1,2,0,Leste
1398,38.44,42.6,3,0,Sul
1399,14.3,29.0,3,0,Leste
1400,28.19,19.7,4,0,Oeste
1401,37.76,18.6,1,0,Leste
1402,33.04,42.5,3,0,Oeste
1403,37.17,3.3,1,0,Sul
1404,38.36,21.2,2,0,Oeste
1405,25.45,19.0,5,0,Norte
1406,28.8,15.0,7,0,Oeste
1407,26.56,38.4,1,0,Sul
1408,28.85,10.2,4,0,Sul
1409,28.37,86.7,1,0,Leste
1410,38.74,68.8,1,0,Oeste
1411,27.33,98.3,2,0,Norte
1412,17.37,21.7,5,0,Sul
1413,29.77,39.1,4,0,Oeste
1414,30.85,64.0,1,0,Sul
1415,18.42,29.8,1,0,Sul
1416,18.1,21.0,1,1,Leste
1417,32.61,36.4,3,0,Sul
1418,20.74,28.1,5,0,Oeste
1419,21.69,14.1,3,0,Leste
1420,21.31,4.9,4,1,Leste
1421,26.96,15.8,1,0,Oeste
1422,33.83,5.0,4,0,Leste
1423,30.35,16.5,6,0,Norte
1424,21.3,103.1,3,0,Sul
1425,35.7,7.5,5,1,Leste
1426,31.96,47.4,3,1,Sul
1427,32.94,88.1,4,0,Oeste
1428,32.68,9.4,2,1,Leste
1429,20.88,139.1,2,0,Sul
1430,17.64,31.2,2,0,Leste
1431,22.29,98.2,6,0,Leste
1432,32.92,41.1,3,0,Oeste
1433,15.56,22.9,4,0,Oeste
1434,14.48,3.2,1,0,Leste
1435,10.49,13.6,2,0,Leste
1436,14.95,57.0,4,0,Leste
1437,18.69,113.3,3,0,Leste
1438,26.0,10.8,2,0,Sul
1439,15.79,31.6,2,0,Sul
1440,30.3,23.2,2,0,Leste
1441,25.36,46.3,2,1,Sul
1442,8.66,35.5,2,0,Norte
1443,24.85,24.6,3,0,Leste
1444,26.13,55.2,3,0,Norte
1445,40.33,19.0,1,0,Leste
1446,26.94,33.4,2,0,Leste
1447,10.85,61.3,2,0,Oeste
1448,26.84,18.5,5,0,Leste
1449,26.4,24.8,2,1,Norte
1450,29.84,21.2,2,0,Leste
1451,46.1,47.5,1,0,Leste
1452,20.71,43.8,1,0,Oeste
1453,19.78,21.9,2,0,Leste
1454,28.75,43.5,5,0,Sul
1455,39.6,3.5,2,0,Oeste
1456,30.37,64.6,2,1,Sul
1457,22.26,67.8,2,0,Leste
1458,32.88,22.1,2,0,Leste
1459,39.35,18.8,2,0,Norte
1460,18.85,31.6,1,0,Sul
1461,16.99,16.0,2,0,Sul
1462,25.45,18.1,2,0,Leste
1463,27.41,42.4,4,0,Oeste
1464,36.07,63.3,6,0,Sul
1465,21.25,42.7,8,1,Leste
1466,28.22,333.3,6,0,Norte
1467,37.46,89.9,1,1,Leste
1468,26.79,59.6,4,0,Norte
1469,21.84,57.9,5,0,Oeste
1470,29.56,35.5,2,0,Leste
1471,22.36,49.6,2,0,Leste
1472,27.7,38.8,5,0,Leste
1473,23.51,76.8,2,0,Leste
1474,23.85,26.5,1,0,Oeste
1475,21.78,25.4,2,0,Leste
1476,20.41,85.0,3,0,Oeste
1477,32.95,22.9,1,0,Leste
1478,26.52,15.5,4,0,Sul
1479,35.19,18.2,3,0,Leste
1480,7.0,60.3,6,0,Sul
1481,20.84,280.8,4,0,Leste
1482,19.07,16.3,4,0,Leste
1483,22.97,55.5,2,0,Leste
1484,16.74,37.5,3,0,Norte
1485,12.14,81.7,5,0,Sul
1486,30.38,55.1,3,0,Leste
1487,20.25,85.8,2,0,Oeste
1488,29.45,41.8,3,0,Sul
1489,15.57,17.0,6,0,Leste
1490,11.91,19.2,4,0,Leste
1491,26.93,39.2,2,0,Leste
1492,30.06,48.1,5,0,Sul
1493,20.08,24.4,1,0,Leste
1494,16.86,166.0,3,0,Sul
1495,34.99,70.3,3,0,Oeste
1496,24.54,6.3,3,0,Sul
1497,17.01,30.0,6,0,Sul
1498,13.02,14.5,2,0,Norte
1499,19.49,152.2,2,0,Sul
1500,21.85,5.6,2,0,Leste
1501,31.1,46.3,2,0,Sul
1502,24.87,36.5,3,0,Norte
