ID_Funcionario,Horas_Treinamento_Ano,Projetos_Entregues,Tempo_Empresa_Anos,Direito_Home_Office,Processos_Disciplinares,Nota_Desempenho_Final
10513,89.0,13.0,9.8,1.0,0.0,92.6
10514,96.0,13.0,4.0,1.0,0.0,81.1
10515,75.0,11.0,2.3,1.0,0.0,70.2
10516,119.0,19.0,6.4,1.0,0.0,87.8
10517,50.0,8.0,5.4,1.0,0.0,65.2
10518,11.0,2.0,6.4,1.0,0.0,44.2
10519,100.0,16.0,5.8,1.0,0.0,88.3
10520,60.0,10.0,5.6,1.0,0.0,64.2
10521,70.0,10.0,0.5,1.0,0.0,67.0
10522,103.0,17.0,3.2,1.0,0.0,77.6
10523,39.0,5.0,3.5,1.0,0.0,63.5
10524,46.0,6.0,4.1,1.0,0.0,60.4
10525,21.0,4.0,3.9,1.0,0.0,48.5
10526,85.0,13.0,6.0,1.0,0.0,77.1
10527,33.0,5.0,6.5,1.0,0.0,52.2
10528,104.0,16.0,2.2,1.0,0.0,86.9
10529,77.0,13.0,6.7,1.0,0.0,78.5
10530,110.0,17.0,6.5,1.0,0.0,92.2
10531,17.0,3.0,6.2,1.0,0.0,47.1
10532,119.0,19.0,1.5,1.0,0.0,83.9
10533,54.0,10.0,6.1,1.0,0.0,60.3
10534,70.0,12.0,5.2,1.0,0.0,75.8
10535,81.0,13.0,7.4,1.0,1.0,76.7
10536,63.0,10.0,9.5,1.0,0.0,61.4
10537,68.0,10.0,9.0,1.0,0.0,72.9
10538,56.0,8.0,5.3,1.0,0.0,70.3
10539,31.0,5.0,5.0,1.0,0.0,56.8
10540,117.0,18.0,6.6,1.0,0.0,86.4
10541,98.0,14.0,2.2,1.0,0.0,78.2
10542,76.0,11.0,1.4,1.0,0.0,72.1
10543,16.0,2.0,3.8,1.0,0.0,48.9
10544,108.0,16.0,8.1,1.0,0.0,91.8
10545,19.0,3.0,4.2,1.0,0.0,48.1
10546,96.0,14.0,8.8,1.0,0.0,80.6
10547,16.0,3.0,0.5,1.0,0.0,38.6
10548,94.0,15.0,1.0,1.0,0.0,76.1
10549,103.0,16.0,4.7,1.0,0.0,77.6
10550,59.0,10.0,7.2,1.0,0.0,67.1
10551,71.0,10.0,4.8,1.0,0.0,68.8
10552,102.0,15.0,4.8,1.0,0.0,82.8
10553,117.0,18.0,4.7,1.0,0.0,92.1
10554,12.0,2.0,0.6,1.0,0.0,41.7
10555,24.0,4.0,7.9,1.0,0.0,55.7
10556,105.0,17.0,3.3,1.0,0.0,84.2
10557,85.0,12.0,7.7,1.0,0.0,78.7
10558,40.0,6.0,4.8,1.0,0.0,55.6
10559,59.0,8.0,7.7,1.0,0.0,67.7
10560,22.0,4.0,5.9,1.0,0.0,43.6
10561,13.0,1.0,4.7,1.0,0.0,42.6
10562,91.0,14.0,5.6,1.0,0.0,84.0
10563,90.0,15.0,1.3,1.0,0.0,71.9
10564,86.0,14.0,5.0,1.0,0.0,73.1
10565,107.0,15.0,9.3,1.0,0.0,88.2
10566,42.0,5.0,8.3,1.0,0.0,59.1
10567,57.0,9.0,2.5,1.0,0.0,61.4
10568,38.0,6.0,6.3,1.0,0.0,54.7
10569,79.0,10.0,5.6,1.0,0.0,78.6
10570,80.0,13.0,7.0,1.0,0.0,82.2
10571,55.0,8.0,5.2,1.0,0.0,62.0
10572,113.0,16.0,4.4,1.0,0.0,88.9
10573,64.0,10.0,8.3,1.0,0.0,73.9
10574,111.0,19.0,5.5,1.0,0.0,79.7
10575,90.0,13.0,8.1,1.0,0.0,82.4
10576,113.0,17.0,7.4,1.0,0.0,85.9
10577,93.0,13.0,4.2,1.0,0.0,75.8
10578,35.0,6.0,4.6,1.0,0.0,64.1
10579,86.0,13.0,9.8,1.0,0.0,84.9
10580,36.0,6.0,5.5,1.0,0.0,58.1
10581,42.0,6.0,3.1,1.0,0.0,51.3
10582,34.0,6.0,2.0,1.0,0.0,46.8
10583,65.0,9.0,7.4,1.0,0.0,69.5
10584,58.0,9.0,5.4,1.0,0.0,64.1
10585,110.0,16.0,3.0,1.0,0.0,89.6
10586,75.0,11.0,6.7,1.0,0.0,74.5
10587,50.0,6.0,5.4,1.0,0.0,60.4
10588,79.0,12.0,0.8,1.0,0.0,66.1
10589,48.0,7.0,6.5,1.0,0.0,62.0
10590,102.0,14.0,8.3,1.0,0.0,90.6
10591,20.0,5.0,11.4,1.0,0.0,54.3
10592,34.0,6.0,5.1,1.0,0.0,51.9
10593,20.0,2.0,5.6,1.0,0.0,48.1
10594,105.0,15.0,9.0,1.0,0.0,96.5
10595,40.0,6.0,5.4,1.0,0.0,64.4
10596,119.0,17.0,5.7,1.0,0.0,93.9
10597,27.0,4.0,3.4,1.0,0.0,51.1
10598,46.0,5.0,1.5,1.0,0.0,53.0
10599,108.0,18.0,7.3,1.0,0.0,82.0
10600,80.0,11.0,1.8,1.0,0.0,70.3
10601,64.0,11.0,7.9,1.0,0.0,74.0
10602,28.0,4.0,3.0,1.0,0.0,50.6
10603,97.0,17.0,5.7,1.0,0.0,83.7
10604,47.0,8.0,4.1,1.0,0.0,61.1
10605,93.0,15.0,7.9,1.0,0.0,84.1
10606,74.0,12.0,5.8,1.0,0.0,72.6
10607,78.0,12.0,9.9,1.0,0.0,81.0
10608,46.0,7.0,2.3,1.0,0.0,51.0
10609,18.0,3.0,6.0,1.0,0.0,53.1
10610,75.0,12.0,5.1,1.0,0.0,68.8
10611,92.0,14.0,5.7,1.0,0.0,82.6
10612,73.0,11.0,9.0,1.0,0.0,81.3
10613,76.0,11.0,6.5,1.0,0.0,73.7
10614,87.0,13.0,2.1,1.0,0.0,69.7
10615,15.0,3.0,6.3,1.0,0.0,52.4
10616,35.0,5.0,4.0,1.0,0.0,55.7
10617,78.0,12.0,3.8,1.0,0.0,73.2
10618,25.0,4.0,7.6,1.0,0.0,57.3
10619,40.0,7.0,3.5,1.0,0.0,47.0
10620,15.0,3.0,4.1,1.0,0.0,48.7
10621,34.0,5.0,5.1,1.0,0.0,50.8
10622,11.0,1.0,7.4,1.0,0.0,53.2
10623,100.0,16.0,6.5,1.0,0.0,82.2
10624,75.0,11.0,4.4,1.0,0.0,70.8
10625,70.0,11.0,4.3,1.0,0.0,66.8
10626,11.0,3.0,2.1,1.0,0.0,37.2
10627,104.0,15.0,3.1,1.0,0.0,91.6
10628,10.0,1.0,3.4,1.0,0.0,36.8
10629,97.0,15.0,4.6,1.0,0.0,80.9
10630,34.0,3.0,10.0,1.0,0.0,54.6
10631,100.0,14.0,3.3,1.0,0.0,76.8
10632,24.0,5.0,4.3,1.0,0.0,57.9
10633,70.0,11.0,0.5,1.0,0.0,55.5
10634,13.0,3.0,6.5,1.0,0.0,49.5
10635,71.0,11.0,1.1,1.0,0.0,68.4
10636,25.0,2.0,2.7,1.0,0.0,44.3
10637,99.0,14.0,7.6,1.0,0.0,81.5
10638,36.0,3.0,0.5,1.0,0.0,53.8
10639,23.0,4.0,5.2,1.0,0.0,46.6
10640,13.0,5.0,7.0,1.0,0.0,42.0
10641,73.0,9.0,8.8,1.0,0.0,81.6
10642,83.0,13.0,2.7,1.0,0.0,71.3
10643,108.0,17.0,3.4,1.0,0.0,84.3
10644,17.0,3.0,9.5,1.0,0.0,47.5
10645,53.0,7.0,4.9,1.0,0.0,64.8
10646,28.0,3.0,3.2,1.0,0.0,50.3
10647,65.0,8.0,3.2,1.0,0.0,64.9
10648,36.0,5.0,2.6,1.0,0.0,51.4
10649,55.0,8.0,3.9,1.0,0.0,65.9
10650,51.0,8.0,7.7,1.0,0.0,65.7
10651,86.0,13.0,7.2,1.0,0.0,80.0
10652,92.0,13.0,2.1,1.0,0.0,70.8
10653,57.0,8.0,5.5,1.0,0.0,63.1
10654,37.0,5.0,4.0,1.0,0.0,49.1
10655,97.0,15.0,7.0,1.0,0.0,80.1
10656,103.0,17.0,4.6,1.0,0.0,80.9
10657,69.0,12.0,5.9,1.0,0.0,75.7
10658,37.0,6.0,4.6,1.0,0.0,51.2
10659,96.0,13.0,0.5,1.0,0.0,73.5
10660,49.0,9.0,5.1,1.0,0.0,55.7
10661,111.0,19.0,1.8,1.0,0.0,84.9
10662,39.0,5.0,6.9,1.0,0.0,59.3
10663,113.0,17.0,3.3,1.0,0.0,87.7
10664,57.0,8.0,3.5,1.0,0.0,56.1
10665,93.0,14.0,5.0,1.0,0.0,83.2
10666,33.0,4.0,6.4,1.0,0.0,71.0
10667,79.0,10.0,4.6,1.0,0.0,70.2
10668,74.0,12.0,9.1,1.0,0.0,77.2
10669,56.0,8.0,9.1,1.0,0.0,76.1
10670,91.0,15.0,9.3,1.0,0.0,83.1
10671,100.0,16.0,4.4,1.0,0.0,73.7
10672,90.0,15.0,1.3,1.0,0.0,74.8
10673,99.0,15.0,8.1,1.0,0.0,87.6
10674,92.0,14.0,4.0,1.0,0.0,79.7
10675,26.0,3.0,5.1,1.0,0.0,52.0
10676,95.0,15.0,6.6,1.0,0.0,85.9
10677,31.0,6.0,1.0,1.0,0.0,53.6
10678,21.0,4.0,9.1,1.0,0.0,52.9
10679,109.0,16.0,7.2,1.0,0.0,84.2
10680,76.0,12.0,5.9,1.0,0.0,76.7
10681,29.0,6.0,7.2,1.0,0.0,59.3
10682,80.0,10.0,6.4,1.0,0.0,68.0
10683,47.0,7.0,5.3,1.0,0.0,53.3
10684,26.0,4.0,4.2,1.0,0.0,48.0
10685,98.0,14.0,3.2,1.0,0.0,78.3
10686,22.0,3.0,5.7,1.0,0.0,55.9
10687,116.0,18.0,5.9,1.0,0.0,87.3
10688,95.0,14.0,7.7,1.0,0.0,87.4
10689,88.0,13.0,5.5,1.0,0.0,82.8
10690,36.0,4.0,2.9,1.0,0.0,46.3
10691,94.0,14.0,1.1,1.0,0.0,81.1
10692,12.0,2.0,4.7,1.0,0.0,42.6
10693,71.0,11.0,4.9,1.0,0.0,75.1
10694,44.0,7.0,4.8,1.0,0.0,65.2
10695,102.0,16.0,1.2,1.0,0.0,80.5
10696,94.0,15.0,7.7,1.0,0.0,79.0
10697,64.0,9.0,7.7,1.0,0.0,64.9
10698,62.0,9.0,2.9,1.0,0.0,71.1
10699,18.0,3.0,7.0,1.0,0.0,54.1
10700,36.0,5.0,7.4,1.0,0.0,56.1
10701,88.0,12.0,5.1,1.0,0.0,79.4
10702,17.0,3.0,2.6,1.0,0.0,40.2
10703,97.0,13.0,9.0,1.0,0.0,81.1
10704,118.0,18.0,6.0,1.0,0.0,84.8
10705,19.0,3.0,4.4,1.0,0.0,50.8
10706,60.0,9.0,6.9,1.0,0.0,67.3
10707,74.0,11.0,9.1,1.0,0.0,74.7
10708,99.0,15.0,3.8,1.0,0.0,80.9
10709,27.0,3.0,6.7,1.0,0.0,57.2
10710,50.0,7.0,9.9,1.0,0.0,73.5
10711,102.0,15.0,2.2,1.0,0.0,74.1
10712,67.0,9.0,3.6,1.0,0.0,61.1
10713,28.0,2.0,3.5,1.0,0.0,44.3
10714,106.0,17.0,4.6,1.0,0.0,83.7
10715,113.0,18.0,4.5,1.0,0.0,88.8
10716,91.0,13.0,5.8,1.0,0.0,74.4
10717,117.0,17.0,2.9,1.0,0.0,83.1
10718,112.0,16.0,3.4,1.0,0.0,79.4
10719,23.0,3.0,5.8,1.0,0.0,45.2
10720,55.0,8.0,5.4,1.0,0.0,60.9
10721,76.0,13.0,7.2,1.0,0.0,70.0
10722,91.0,12.0,6.0,1.0,0.0,76.6
10723,69.0,9.0,6.9,1.0,0.0,65.6
10724,81.0,12.0,2.1,1.0,0.0,69.2
10725,23.0,3.0,4.0,1.0,0.0,49.7
10726,55.0,10.0,9.6,1.0,0.0,67.1
10727,11.0,1.0,6.0,1.0,0.0,48.7
10728,82.0,14.0,6.9,1.0,0.0,74.2
10729,28.0,5.0,5.7,1.0,0.0,45.9
10730,54.0,10.0,6.1,1.0,0.0,62.6
10731,65.0,10.0,4.4,1.0,0.0,76.4
10732,83.0,11.0,13.9,1.0,0.0,86.5
10733,94.0,13.0,4.0,1.0,0.0,81.6
10734,89.0,14.0,4.9,1.0,0.0,80.7
10735,72.0,10.0,0.5,1.0,0.0,62.7
10736,68.0,13.0,7.8,1.0,0.0,74.9
10737,104.0,14.0,3.6,1.0,0.0,79.7
10738,105.0,15.0,4.8,1.0,0.0,86.6
10739,17.0,3.0,3.7,1.0,0.0,49.4
10740,40.0,6.0,4.7,1.0,0.0,58.0
10741,111.0,16.0,4.3,1.0,0.0,86.5
10742,75.0,13.0,4.9,1.0,0.0,70.4
10743,25.0,4.0,4.9,1.0,0.0,45.0
10744,18.0,4.0,4.6,1.0,0.0,45.4
10745,20.0,3.0,4.6,1.0,0.0,50.1
10746,95.0,15.0,8.3,1.0,0.0,77.6
10747,34.0,5.0,7.2,1.0,0.0,52.0
10748,37.0,4.0,7.2,1.0,0.0,55.0
10749,24.0,2.0,3.2,1.0,0.0,43.0
10750,76.0,13.0,8.1,1.0,0.0,75.3
10751,67.0,10.0,7.8,1.0,0.0,69.1
10752,41.0,7.0,3.6,1.0,0.0,54.8
10753,82.0,13.0,8.8,1.0,0.0,84.1
10754,96.0,13.0,3.3,1.0,0.0,79.7
10755,118.0,16.0,0.5,1.0,0.0,88.6
10756,63.0,9.0,7.8,1.0,0.0,75.6
10757,55.0,8.0,4.7,1.0,0.0,64.4
10758,42.0,6.0,7.4,1.0,0.0,63.9
10759,96.0,15.0,3.1,1.0,0.0,78.1
10760,117.0,17.0,1.8,1.0,0.0,83.4
10761,76.0,11.0,8.1,1.0,0.0,76.4
10762,81.0,12.0,1.5,1.0,0.0,74.4
10763,86.0,12.0,1.1,1.0,0.0,69.8
10764,57.0,7.0,0.5,1.0,0.0,53.3
10765,34.0,7.0,0.5,1.0,0.0,51.2
10766,38.0,4.0,2.4,1.0,0.0,54.9
10767,78.0,10.0,0.5,1.0,0.0,67.1
10768,80.0,13.0,4.9,1.0,0.0,76.6
10769,61.0,9.0,0.5,1.0,0.0,56.0
10770,15.0,2.0,2.3,1.0,0.0,44.4
10771,106.0,18.0,10.8,1.0,0.0,95.8
10772,37.0,5.0,5.9,1.0,0.0,65.6
10773,74.0,11.0,5.1,1.0,0.0,67.8
10774,91.0,14.0,0.9,1.0,0.0,72.4
10775,30.0,5.0,4.4,1.0,0.0,51.5
10776,62.0,10.0,5.1,1.0,0.0,63.1
10777,10.0,3.0,1.0,1.0,0.0,35.4
10778,15.0,2.0,5.3,1.0,0.0,46.8
10779,38.0,6.0,8.0,1.0,0.0,63.5
10780,82.0,12.0,4.1,1.0,0.0,69.7
10781,108.0,15.0,4.5,1.0,0.0,87.8
10782,57.0,8.0,0.5,1.0,0.0,62.0
10783,13.0,2.0,1.5,1.0,0.0,44.7
10784,42.0,6.0,7.6,1.0,0.0,59.2
10785,115.0,19.0,3.3,1.0,0.0,83.2
10786,22.0,4.0,2.7,1.0,0.0,53.6
10787,93.0,13.0,3.3,1.0,0.0,81.5
10788,92.0,13.0,4.9,1.0,0.0,71.9
10789,75.0,10.0,2.1,1.0,0.0,66.8
10790,112.0,16.0,5.3,1.0,0.0,81.4
10791,81.0,12.0,1.6,1.0,0.0,76.1
10792,116.0,18.0,6.9,1.0,0.0,94.1
10793,101.0,16.0,2.4,1.0,0.0,81.3
10794,97.0,14.0,8.3,1.0,0.0,80.5
10795,115.0,18.0,5.0,1.0,0.0,85.9
10796,78.0,12.0,2.9,1.0,0.0,72.9
10797,45.0,6.0,7.3,1.0,0.0,53.3
10798,21.0,3.0,1.6,1.0,0.0,49.4
10799,86.0,12.0,3.6,1.0,0.0,74.7
10800,68.0,10.0,5.0,1.0,0.0,66.3
10801,52.0,9.0,4.7,1.0,0.0,61.1
10802,114.0,18.0,0.5,1.0,0.0,82.9
10803,110.0,17.0,2.7,1.0,0.0,85.7
10804,52.0,5.0,5.4,1.0,0.0,57.2
10805,114.0,18.0,1.7,1.0,1.0,77.3
10806,58.0,9.0,8.2,1.0,0.0,66.6
10807,33.0,6.0,6.2,1.0,0.0,52.6
10808,78.0,12.0,3.7,1.0,0.0,69.8
10809,20.0,3.0,4.4,1.0,0.0,53.1
10810,27.0,5.0,9.7,1.0,0.0,59.7
10811,100.0,16.0,7.3,1.0,0.0,77.4
10812,100.0,14.0,6.0,1.0,0.0,89.8
10813,36.0,5.0,1.5,1.0,0.0,53.2
10814,92.0,14.0,9.1,1.0,0.0,80.7
10815,117.0,18.0,7.6,1.0,0.0,91.8
10816,115.0,16.0,4.6,1.0,0.0,86.8
10817,59.0,9.0,3.6,1.0,0.0,58.4
10818,105.0,15.0,4.5,1.0,0.0,84.2
10819,71.0,11.0,2.0,1.0,0.0,69.0
10820,72.0,13.0,3.8,1.0,0.0,69.7
10821,36.0,5.0,6.9,1.0,0.0,54.7
10822,52.0,8.0,0.5,1.0,0.0,55.8
10823,34.0,5.0,4.2,1.0,0.0,57.0
10824,92.0,14.0,5.3,1.0,0.0,78.8
10825,80.0,12.0,5.3,1.0,0.0,67.2
10826,98.0,14.0,2.1,1.0,0.0,74.6
10827,78.0,10.0,2.0,1.0,0.0,69.6
10828,40.0,4.0,7.7,1.0,0.0,52.9
10829,115.0,16.0,1.9,1.0,0.0,87.2
10830,82.0,12.0,7.5,1.0,0.0,83.8
10831,62.0,10.0,3.8,1.0,0.0,60.5
10832,96.0,13.0,7.7,1.0,0.0,85.2
10833,38.0,5.0,3.9,1.0,0.0,48.9
10834,99.0,16.0,2.1,1.0,0.0,80.1
10835,47.0,8.0,7.1,1.0,0.0,60.0
10836,18.0,3.0,5.0,1.0,0.0,49.9
10837,96.0,16.0,8.6,1.0,0.0,82.8
10838,31.0,7.0,7.2,1.0,0.0,54.7
10839,81.0,12.0,4.4,1.0,0.0,72.6
10840,40.0,7.0,3.9,1.0,0.0,56.5
10841,85.0,13.0,5.1,1.0,0.0,75.1
10842,24.0,3.0,5.5,1.0,0.0,48.8
10843,79.0,11.0,2.8,1.0,0.0,65.2
10844,31.0,6.0,7.1,1.0,0.0,54.0
10845,65.0,10.0,4.0,1.0,1.0,67.7
10846,106.0,17.0,3.9,1.0,0.0,83.3
10847,62.0,10.0,3.6,1.0,0.0,60.8
10848,95.0,13.0,5.6,1.0,0.0,84.1
10849,26.0,4.0,3.3,1.0,0.0,48.3
10850,82.0,13.0,5.3,1.0,0.0,77.5
10851,27.0,4.0,11.9,1.0,0.0,60.6
10852,95.0,12.0,4.9,1.0,0.0,79.6
10853,89.0,13.0,3.9,1.0,0.0,70.6
10854,54.0,8.0,0.8,1.0,0.0,57.9
10855,62.0,9.0,5.1,1.0,0.0,73.0
10856,29.0,3.0,2.2,1.0,0.0,50.7
10857,80.0,14.0,4.1,1.0,0.0,77.0
10858,110.0,18.0,5.4,1.0,0.0,90.8
10859,72.0,10.0,0.7,1.0,0.0,68.5
10860,45.0,6.0,5.4,1.0,0.0,69.5
10861,55.0,10.0,5.8,1.0,0.0,69.9
10862,34.0,3.0,1.8,1.0,0.0,43.8
10863,59.0,10.0,4.0,1.0,0.0,70.1
10864,64.0,10.0,0.5,1.0,0.0,58.8
10865,113.0,17.0,8.9,1.0,0.0,100.0
10866,57.0,8.0,5.8,1.0,0.0,66.5
10867,105.0,16.0,4.6,1.0,0.0,83.9
10868,28.0,6.0,4.6,1.0,0.0,57.7
10869,70.0,11.0,7.8,1.0,0.0,70.0
10870,75.0,11.0,4.8,1.0,0.0,73.6
10871,75.0,11.0,5.8,1.0,0.0,78.3
10872,65.0,11.0,8.8,1.0,0.0,69.8
10873,94.0,14.0,4.1,1.0,0.0,82.4
10874,29.0,5.0,2.3,1.0,0.0,47.0
10875,17.0,2.0,2.9,1.0,0.0,43.4
10876,26.0,5.0,8.6,1.0,0.0,53.6
10877,72.0,11.0,5.2,1.0,0.0,60.7
10878,37.0,5.0,3.7,1.0,0.0,48.9
10879,91.0,12.0,7.4,1.0,0.0,73.4
10880,17.0,1.0,7.5,1.0,0.0,46.7
10881,110.0,17.0,3.8,1.0,0.0,84.5
10882,115.0,16.0,2.6,1.0,0.0,81.8
10883,96.0,12.0,1.1,1.0,0.0,80.9
10884,107.0,15.0,0.5,1.0,0.0,75.4
10885,52.0,8.0,4.3,1.0,0.0,61.2
10886,28.0,5.0,2.8,1.0,0.0,49.7
10887,32.0,2.0,9.6,1.0,0.0,57.3
10888,65.0,10.0,5.1,1.0,0.0,68.3
10889,83.0,13.0,0.5,1.0,0.0,65.6
10890,73.0,10.0,8.5,1.0,0.0,83.8
10891,22.0,3.0,5.4,1.0,0.0,52.3
10892,90.0,14.0,6.8,1.0,0.0,80.0
10893,97.0,14.0,6.7,1.0,0.0,85.4
10894,13.0,1.0,5.7,1.0,0.0,52.5
10895,60.0,9.0,6.3,1.0,0.0,77.3
10896,58.0,9.0,5.6,1.0,0.0,56.2
10897,17.0,3.0,2.2,1.0,0.0,49.2
10898,29.0,4.0,5.9,1.0,0.0,51.6
10899,100.0,15.0,7.6,1.0,0.0,81.2
10900,74.0,11.0,4.5,1.0,0.0,66.9
10901,34.0,4.0,6.4,1.0,0.0,56.8
10902,60.0,7.0,6.0,1.0,0.0,65.6
10903,104.0,15.0,9.5,1.0,0.0,85.6
10904,21.0,3.0,4.4,1.0,0.0,46.4
10905,115.0,16.0,4.3,1.0,0.0,90.7
10906,26.0,3.0,4.7,1.0,0.0,50.6
10907,42.0,7.0,4.7,1.0,0.0,51.9
10908,30.0,4.0,0.5,1.0,0.0,45.4
10909,62.0,9.0,3.4,1.0,0.0,75.4
10910,44.0,7.0,5.7,1.0,0.0,58.8
10911,119.0,18.0,5.0,1.0,0.0,89.6
10912,12.0,1.0,3.0,1.0,0.0,30.0
10913,45.0,6.0,3.3,1.0,0.0,52.0
10914,75.0,11.0,4.1,1.0,0.0,76.7
10915,47.0,6.0,3.0,1.0,0.0,60.0
10916,60.0,9.0,3.7,1.0,0.0,66.4
10917,57.0,8.0,3.7,1.0,0.0,61.1
10918,19.0,3.0,7.2,1.0,0.0,45.4
10919,81.0,11.0,7.5,1.0,0.0,78.0
10920,102.0,15.0,7.3,1.0,0.0,84.5
10921,68.0,11.0,6.1,1.0,0.0,69.4
10922,26.0,4.0,3.2,1.0,0.0,58.7
10923,63.0,12.0,7.4,1.0,0.0,70.5
10924,12.0,2.0,4.2,1.0,0.0,47.6
10925,110.0,17.0,5.1,1.0,0.0,91.0
10926,36.0,5.0,8.3,1.0,0.0,61.2
10927,109.0,18.0,5.2,1.0,0.0,85.5
10928,74.0,12.0,5.6,1.0,0.0,68.9
10929,118.0,20.0,1.5,1.0,0.0,93.7
10930,103.0,15.0,6.2,1.0,0.0,85.7
10931,11.0,2.0,2.5,1.0,0.0,37.4
10932,12.0,2.0,7.5,1.0,0.0,50.1
10933,92.0,13.0,4.5,1.0,0.0,84.1
10934,67.0,10.0,0.5,1.0,0.0,66.2
10935,93.0,13.0,4.1,1.0,0.0,66.5
10936,75.0,12.0,4.4,1.0,0.0,67.5
10937,36.0,5.0,6.2,1.0,0.0,58.6
10938,97.0,13.0,6.7,1.0,0.0,84.5
10939,13.0,1.0,4.2,1.0,0.0,51.1
10940,99.0,15.0,7.5,1.0,0.0,75.3
10941,83.0,14.0,0.5,1.0,0.0,68.1
10942,84.0,13.0,3.2,1.0,0.0,70.7
10943,15.0,2.0,2.2,1.0,0.0,42.1
10944,33.0,6.0,1.9,1.0,0.0,57.7
10945,64.0,10.0,7.4,1.0,0.0,67.4
10946,59.0,8.0,7.1,1.0,0.0,70.9
10947,13.0,2.0,3.1,1.0,0.0,48.4
10948,47.0,8.0,7.9,1.0,0.0,62.2
10949,116.0,21.0,5.3,1.0,0.0,88.5
10950,44.0,7.0,3.9,1.0,0.0,61.8
10951,80.0,11.0,3.3,1.0,0.0,64.8
10952,85.0,14.0,3.1,1.0,0.0,72.4
10953,79.0,12.0,6.2,1.0,0.0,74.3
10954,42.0,8.0,6.6,1.0,0.0,48.0
10955,73.0,12.0,5.6,1.0,0.0,68.4
10956,87.0,11.0,0.5,1.0,0.0,69.6
10957,52.0,8.0,5.7,1.0,0.0,68.2
10958,41.0,7.0,6.4,1.0,0.0,52.0
10959,40.0,8.0,3.3,1.0,0.0,55.3
10960,111.0,16.0,5.1,1.0,0.0,86.5
10961,81.0,12.0,0.5,1.0,0.0,60.3
10962,93.0,15.0,1.9,1.0,0.0,77.2
10963,72.0,10.0,4.2,1.0,0.0,63.1
10964,79.0,12.0,4.2,1.0,0.0,72.1
10965,40.0,7.0,5.9,1.0,1.0,54.2
10966,108.0,17.0,2.0,1.0,0.0,79.4
10967,65.0,11.0,4.1,1.0,0.0,57.3
10968,99.0,15.0,3.8,1.0,0.0,77.5
10969,67.0,9.0,6.3,1.0,0.0,73.2
10970,23.0,3.0,8.6,1.0,0.0,52.8
10971,22.0,2.0,9.3,1.0,0.0,50.8
10972,61.0,9.0,1.1,1.0,0.0,58.1
10973,57.0,9.0,4.9,1.0,0.0,68.6
10974,110.0,17.0,2.2,1.0,0.0,77.2
10975,24.0,6.0,4.8,1.0,0.0,50.4
10976,86.0,13.0,6.1,1.0,0.0,65.5
10977,111.0,17.0,5.2,1.0,0.0,87.6
10978,55.0,8.0,4.9,1.0,0.0,65.8
10979,107.0,17.0,8.7,1.0,0.0,87.9
10980,26.0,6.0,6.8,1.0,0.0,55.7
10981,22.0,3.0,4.3,1.0,0.0,45.4
10982,36.0,7.0,5.1,1.0,0.0,50.5
10983,67.0,10.0,7.2,1.0,0.0,72.9
10984,81.0,13.0,6.5,1.0,0.0,79.9
10985,95.0,14.0,3.9,1.0,0.0,71.2
10986,94.0,14.0,0.6,1.0,0.0,70.9
10987,22.0,1.0,2.0,1.0,0.0,50.6
10988,106.0,14.0,5.4,1.0,0.0,78.8
10989,22.0,3.0,0.5,1.0,0.0,41.7
10990,109.0,17.0,4.6,1.0,0.0,87.3
10991,115.0,17.0,3.9,1.0,0.0,85.2
10992,74.0,10.0,7.5,1.0,0.0,78.4
10993,86.0,12.0,1.7,1.0,0.0,70.0
10994,51.0,8.0,0.5,1.0,0.0,54.2
10995,71.0,10.0,4.0,1.0,0.0,69.8
10996,102.0,16.0,6.6,1.0,0.0,88.1
10997,28.0,5.0,7.7,1.0,0.0,57.1
10998,65.0,11.0,2.7,1.0,0.0,66.0
10999,55.0,11.0,6.2,1.0,0.0,66.9
11000,105.0,16.0,2.2,1.0,0.0,80.9
11001,24.0,4.0,3.1,1.0,0.0,50.7
11002,108.0,18.0,6.4,1.0,0.0,86.9
11003,38.0,6.0,6.8,1.0,0.0,59.1
11004,77.0,10.0,2.5,1.0,0.0,60.7
11005,52.0,7.0,6.2,1.0,0.0,57.6
11006,113.0,17.0,0.5,1.0,0.0,86.4
11007,32.0,4.0,4.5,1.0,0.0,62.1
11008,65.0,12.0,2.2,1.0,0.0,58.0
11009,35.0,7.0,3.0,1.0,0.0,45.8
11010,98.0,14.0,1.8,1.0,0.0,71.0
11011,40.0,5.0,6.4,1.0,0.0,58.4
11012,115.0,17.0,6.4,1.0,0.0,84.3
11013,112.0,16.0,3.3,1.0,0.0,80.0
11014,62.0,9.0,5.9,1.0,0.0,69.4
11015,11.0,2.0,5.7,1.0,0.0,55.2
11016,116.0,17.0,4.7,1.0,0.0,84.0
11017,85.0,14.0,10.4,1.0,0.0,92.5
11018,64.0,10.0,2.9,1.0,0.0,68.3
11019,76.0,12.0,5.0,1.0,0.0,76.2
11020,22.0,2.0,4.0,1.0,0.0,52.3
11021,27.0,3.0,4.1,1.0,0.0,48.5
11022,80.0,12.0,5.4,1.0,0.0,76.1
11023,15.0,4.0,4.3,1.0,0.0,41.4
11024,87.0,14.0,2.8,1.0,0.0,74.6
11025,111.0,17.0,5.3,1.0,0.0,91.1
11026,88.0,14.0,8.0,1.0,0.0,83.0
11027,72.0,10.0,7.4,1.0,0.0,77.6
