ID_Colaborador,Nivel_Senioridade,Salario_Mensal_BRL,Dias_Presenciais_Semana,Acidente_Trabalho_Ano,Horas_Extras_Mensais,Probabilidade_Turnover_Perc
601,3,10326.99,5,0.0,8.0,35.2
602,4,14530.83,5,0.0,31.0,62.4
603,5,16990.87,5,0.0,12.0,28.9
604,4,14538.16,5,0.0,6.0,25.3
605,3,9722.41,5,0.0,25.0,54.6
606,3,11579.89,5,0.0,10.0,29.2
607,4,13837.52,5,0.0,13.0,35.6
608,1,3035.08,5,0.0,19.0,64.2
609,2,6906.93,5,0.0,16.0,55.4
610,1,3081.41,5,0.0,5.0,52.6
611,1,3654.79,5,0.0,5.0,54.6
612,1,4047.06,5,0.0,12.0,57.6
613,5,17102.62,5,0.0,3.0,8.4
614,3,10731.76,5,0.0,38.0,60.4
615,1,2886.91,5,0.0,17.0,58.6
616,3,10913.18,5,0.0,17.0,52.8
617,4,14166.49,5,0.0,20.0,51.0
618,2,7430.47,5,0.0,40.0,80.5
619,4,13951.06,5,0.0,52.0,73.4
620,4,13825.94,5,0.0,46.0,69.4
621,5,17826.45,5,0.0,44.0,68.1
622,2,6476.78,5,0.0,29.0,65.9
623,4,13302.87,5,0.0,42.0,70.9
624,4,13998.02,5,0.0,33.0,58.6
625,2,6844.16,5,0.0,13.0,53.1
626,2,7221.53,5,0.0,13.0,58.1
627,4,14436.62,5,0.0,18.0,42.3
628,2,7213.21,5,0.0,55.0,100.0
629,4,14404.76,5,0.0,33.0,67.1
630,4,14128.42,5,0.0,44.0,72.6
631,5,17697.84,5,0.0,21.0,31.0
632,1,3453.34,5,0.0,24.0,74.8
633,4,14186.02,5,0.0,8.0,29.3
634,3,10566.66,5,0.0,10.0,36.8
635,1,3630.07,5,0.0,50.0,99.0
636,1,3433.31,5,0.0,35.0,82.6
637,1,3823.57,5,0.0,20.0,63.6
638,5,17215.82,5,0.0,48.0,66.5
639,4,13992.66,5,0.0,15.0,31.5
640,5,18024.71,5,0.0,59.0,82.2
641,4,13620.51,5,0.0,21.0,44.4
642,5,16635.26,5,0.0,20.0,36.0
643,5,17646.58,5,0.0,19.0,32.1
644,3,10397.22,5,0.0,7.0,33.9
645,5,17904.34,5,0.0,7.0,25.2
646,2,6947.79,5,0.0,39.0,81.0
647,3,10258.26,5,0.0,53.0,95.3
648,5,17469.67,5,0.0,47.0,61.9
649,1,3937.23,5,0.0,8.0,55.1
650,2,7230.15,5,0.0,33.0,69.6
651,2,6026.44,5,0.0,6.0,38.8
652,2,7074.31,5,0.0,3.0,35.2
653,3,10594.3,5,0.0,39.0,70.9
654,5,17492.7,5,0.0,32.0,46.2
655,5,17255.64,5,0.0,5.0,22.0
656,1,3977.81,5,0.0,2.0,44.7
657,1,3997.61,5,0.0,59.0,100.0
658,2,6118.74,5,0.0,2.0,33.9
659,1,3180.82,5,0.0,27.0,78.3
660,3,10442.11,5,0.0,30.0,64.1
661,5,17879.4,5,0.0,7.0,16.9
662,2,7013.94,5,0.0,10.0,38.3
663,1,3226.56,5,0.0,21.0,68.4
664,3,10783.81,5,0.0,46.0,83.7
665,3,10415.47,5,0.0,30.0,57.6
666,1,3453.04,5,0.0,38.0,86.5
667,5,17489.14,5,0.0,59.0,83.6
668,1,3729.72,5,0.0,46.0,89.4
669,2,6876.58,5,0.0,26.0,62.0
670,1,3774.78,5,0.0,27.0,76.0
671,3,10470.77,5,0.0,37.0,76.1
672,1,3073.19,5,0.0,40.0,100.0
673,5,17485.29,5,0.0,30.0,55.8
674,4,13593.91,5,0.0,39.0,65.1
675,1,3516.39,5,0.0,1.0,41.3
676,5,17831.79,5,0.0,26.0,45.5
677,5,17070.55,5,0.0,17.0,27.4
678,3,10645.71,5,0.0,8.0,31.5
679,5,17168.39,5,0.0,6.0,15.6
680,5,17580.68,5,0.0,36.0,51.3
681,5,17844.08,5,0.0,31.0,49.8
682,5,16648.19,5,0.0,15.0,25.2
683,2,6554.21,5,0.0,28.0,68.3
684,2,6852.41,5,0.0,30.0,77.4
685,3,10626.02,5,0.0,12.0,40.7
686,1,3433.45,5,0.0,39.0,96.5
687,5,17481.65,5,0.0,47.0,72.2
688,1,4317.19,5,0.0,47.0,100.0
689,1,3015.02,5,0.0,36.0,83.6
690,3,10954.19,5,0.0,31.0,68.0
691,5,17360.01,5,0.0,4.0,13.1
692,5,17719.79,5,0.0,17.0,30.7
693,4,14851.58,5,0.0,6.0,26.4
694,1,3775.47,5,0.0,58.0,100.0
695,1,3649.0,5,0.0,8.0,48.1
696,2,7639.65,5,0.0,9.0,37.3
697,4,14449.92,5,0.0,53.0,86.8
698,2,6680.24,5,0.0,57.0,100.0
699,2,7117.81,5,0.0,46.0,80.5
700,2,6313.0,5,0.0,0.0,30.7
701,3,10283.94,5,0.0,0.0,27.0
702,3,10625.62,5,0.0,23.0,55.4
703,2,6759.16,5,0.0,9.0,36.7
704,4,14109.35,5,0.0,1.0,18.9
705,1,3494.65,5,0.0,28.0,78.1
706,4,14214.57,5,0.0,57.0,84.1
707,5,17330.32,5,0.0,19.0,34.6
708,3,10123.94,5,0.0,40.0,71.2
709,1,4091.25,5,0.0,39.0,93.5
710,1,3301.72,5,0.0,15.0,56.1
711,5,17764.0,5,0.0,39.0,51.1
712,5,18074.1,5,0.0,13.0,25.4
713,2,7065.07,5,0.0,7.0,35.6
714,3,10157.48,5,0.0,42.0,66.0
715,3,10428.56,5,0.0,7.0,39.6
716,4,14407.02,5,0.0,60.0,84.9
717,2,7082.5,5,0.0,11.0,40.5
718,2,6517.94,5,0.0,36.0,72.7
719,2,7238.66,5,0.0,25.0,59.3
720,2,7307.81,5,0.0,8.0,42.4
721,3,10357.88,5,0.0,2.0,22.5
722,3,10744.1,5,0.0,37.0,73.3
723,2,7098.01,5,0.0,48.0,95.3
724,4,13921.03,5,0.0,51.0,72.3
725,1,2982.59,5,0.0,29.0,73.7
726,1,3931.18,5,0.0,47.0,95.4
727,4,14303.68,5,0.0,40.0,65.6
728,2,7233.55,5,0.0,43.0,91.6
729,3,11117.81,5,0.0,30.0,67.2
730,1,3878.08,5,0.0,38.0,100.0
731,5,17774.63,5,0.0,48.0,56.7
732,5,16614.71,5,0.0,24.0,34.0
733,4,14478.76,5,0.0,48.0,85.1
734,2,7033.23,5,0.0,36.0,67.6
735,1,3625.0,5,0.0,10.0,62.9
736,2,7127.73,5,0.0,1.0,36.5
737,1,3809.53,5,0.0,22.0,69.0
738,4,14448.87,5,0.0,33.0,51.0
739,4,14253.7,5,0.0,50.0,76.2
740,5,17690.11,5,0.0,8.0,27.9
741,2,7092.61,5,0.0,48.0,91.4
742,5,16159.36,5,0.0,52.0,69.9
743,2,6884.96,5,0.0,9.0,46.9
744,5,17123.36,5,0.0,51.0,70.4
745,3,10984.3,5,0.0,59.0,99.1
746,3,10747.61,5,0.0,44.0,74.1
747,3,10316.75,5,0.0,47.0,82.1
748,3,10356.91,5,0.0,60.0,94.4
749,1,3342.41,5,0.0,36.0,76.6
750,3,10335.27,5,0.0,18.0,50.6
751,4,13422.18,5,1.0,50.0,72.1
752,4,13335.49,5,0.0,37.0,61.4
753,1,3511.62,5,0.0,35.0,88.5
754,3,10930.13,5,0.0,15.0,36.8
755,3,10284.92,5,0.0,45.0,83.5
756,3,10621.38,5,0.0,5.0,30.4
757,5,17793.7,5,0.0,55.0,71.7
758,2,6602.65,5,0.0,20.0,67.6
759,5,17492.01,5,0.0,8.0,19.2
760,2,6733.39,5,0.0,27.0,63.0
761,3,11142.45,5,0.0,3.0,25.2
762,3,11124.98,5,0.0,41.0,79.7
763,5,17103.06,5,0.0,54.0,71.9
764,5,17654.35,5,0.0,50.0,74.1
765,2,7427.04,5,0.0,8.0,43.2
766,4,14339.33,5,0.0,8.0,32.7
767,2,7032.63,5,0.0,49.0,87.4
768,5,18022.62,5,0.0,55.0,72.0
769,5,17138.19,5,0.0,28.0,41.8
770,1,3378.76,5,0.0,30.0,76.9
771,5,17148.94,5,0.0,19.0,31.1
772,1,3813.0,5,0.0,54.0,100.0
773,4,13766.95,5,0.0,39.0,74.7
774,2,6931.5,5,0.0,17.0,56.2
775,2,7247.07,5,0.0,18.0,57.6
776,1,3779.3,5,0.0,53.0,100.0
777,2,6637.15,5,0.0,1.0,29.7
778,5,17922.66,5,0.0,19.0,32.3
779,3,10682.28,5,0.0,33.0,69.8
780,1,3067.32,5,0.0,9.0,59.2
781,2,6468.91,5,0.0,6.0,45.6
782,1,3493.67,5,0.0,49.0,93.2
783,1,3840.04,5,0.0,54.0,100.0
784,3,10850.29,5,0.0,49.0,78.0
785,5,17642.47,5,0.0,54.0,80.6
786,1,3519.47,5,0.0,33.0,79.8
787,2,7204.7,5,0.0,49.0,92.2
788,4,13657.87,5,0.0,23.0,48.1
789,1,4174.8,5,0.0,40.0,100.0
790,1,4169.58,5,0.0,59.0,100.0
791,3,10671.52,5,0.0,14.0,41.1
792,5,17578.92,5,0.0,23.0,31.9
793,4,13835.43,5,0.0,29.0,59.9
794,2,7211.5,5,0.0,8.0,43.0
795,4,13723.47,5,0.0,5.0,32.1
796,2,6110.56,5,0.0,50.0,99.3
797,5,16414.36,5,0.0,59.0,78.0
798,2,6680.2,5,0.0,24.0,56.2
799,3,10562.55,5,0.0,5.0,33.7
800,3,10632.79,5,0.0,4.0,27.7
801,3,10305.3,5,0.0,53.0,90.4
802,3,10556.73,5,0.0,28.0,64.6
803,4,13890.31,5,0.0,19.0,32.8
804,5,17100.27,5,0.0,29.0,45.6
805,2,6978.5,5,0.0,19.0,60.7
806,2,7325.18,5,0.0,29.0,73.3
807,3,10118.38,5,0.0,52.0,81.1
808,3,10118.56,5,0.0,36.0,70.7
809,1,3072.3,5,0.0,42.0,98.0
810,5,16725.39,5,0.0,22.0,38.0
811,4,13807.92,5,0.0,44.0,70.6
812,2,7285.63,5,0.0,40.0,87.7
813,1,3569.57,5,0.0,7.0,47.1
814,1,3432.3,5,0.0,34.0,75.6
815,2,7051.63,5,0.0,15.0,51.5
816,4,13804.41,5,0.0,48.0,78.6
817,1,2720.85,5,0.0,26.0,77.9
818,1,3813.49,5,0.0,60.0,100.0
819,5,17928.45,5,0.0,6.0,20.8
820,4,13708.74,5,0.0,47.0,79.4
821,1,3439.67,5,0.0,40.0,88.8
822,4,13905.2,5,0.0,46.0,72.5
823,2,7140.52,5,0.0,18.0,62.6
824,3,11175.96,5,0.0,30.0,55.4
825,1,3963.92,5,0.0,48.0,100.0
826,5,17349.23,5,0.0,14.0,23.2
827,2,7216.99,5,0.0,14.0,55.8
828,4,14501.74,5,0.0,33.0,57.6
829,2,7163.34,5,0.0,31.0,71.7
830,1,3498.12,5,0.0,17.0,71.0
831,4,14178.4,5,0.0,18.0,34.1
832,3,10218.69,5,0.0,17.0,47.1
833,2,6777.09,5,0.0,46.0,88.6
834,1,3074.39,5,0.0,39.0,91.6
835,5,17622.83,5,0.0,50.0,79.6
836,4,13947.44,5,0.0,59.0,85.2
837,2,6670.75,5,0.0,28.0,62.2
838,2,6934.33,5,0.0,4.0,34.8
839,3,10688.0,5,0.0,3.0,28.3
840,3,11265.88,5,0.0,18.0,47.6
841,5,17904.83,5,0.0,56.0,77.7
842,5,16586.34,5,0.0,31.0,56.7
843,1,3595.72,5,0.0,16.0,69.7
844,1,4071.73,5,0.0,24.0,77.3
845,5,16964.85,5,0.0,36.0,65.7
846,5,17720.62,5,0.0,39.0,61.1
847,4,13905.34,5,0.0,9.0,34.6
848,3,10960.12,5,0.0,59.0,100.0
849,1,3661.7,5,0.0,33.0,84.4
850,3,10146.39,5,0.0,8.0,37.7
851,3,10419.66,5,0.0,54.0,88.4
852,5,17443.32,5,0.0,4.0,9.1
853,4,13950.73,5,0.0,54.0,82.7
854,2,7447.71,5,0.0,60.0,100.0
855,4,13662.95,5,0.0,42.0,68.8
856,4,14401.22,5,0.0,46.0,68.1
857,3,10379.1,5,0.0,20.0,49.5
858,4,14089.4,5,0.0,56.0,84.7
859,1,3528.95,5,0.0,32.0,79.8
860,3,10491.28,5,0.0,44.0,81.2
861,1,3494.56,5,0.0,55.0,100.0
862,2,7582.94,5,0.0,59.0,100.0
863,3,10836.98,5,0.0,50.0,90.9
864,2,6854.91,5,0.0,18.0,61.5
865,3,11133.11,5,0.0,58.0,97.2
866,5,17609.87,5,0.0,38.0,58.5
867,4,14143.05,5,0.0,56.0,89.9
868,5,17165.07,5,0.0,41.0,53.2
869,2,6801.0,5,0.0,18.0,61.4
870,4,13724.6,5,0.0,22.0,40.7
871,3,10534.43,5,0.0,33.0,62.2
872,4,14255.51,5,0.0,47.0,75.9
873,1,3646.89,5,0.0,19.0,54.2
874,4,14635.22,5,0.0,35.0,60.6
875,1,3144.9,5,0.0,21.0,71.8
876,4,14045.95,5,0.0,49.0,68.5
877,1,2986.82,5,0.0,28.0,81.0
878,2,6631.25,5,0.0,5.0,36.0
879,5,18005.83,5,0.0,10.0,23.0
880,3,10314.73,5,0.0,4.0,27.6
881,4,13678.65,5,0.0,30.0,56.8
882,5,16648.01,5,0.0,6.0,22.8
883,3,10174.66,5,0.0,7.0,37.5
884,3,10417.89,5,0.0,56.0,93.7
885,1,2957.04,5,0.0,52.0,100.0
886,2,6894.89,5,0.0,27.0,66.2
887,2,7508.25,5,0.0,59.0,100.0
888,5,17217.08,5,0.0,0.0,13.5
889,2,6622.65,5,0.0,37.0,81.0
890,4,13550.44,5,0.0,37.0,56.0
891,2,6543.29,5,0.0,27.0,66.8
892,5,17714.23,5,0.0,24.0,35.4
893,2,7019.47,5,0.0,27.0,70.1
894,4,14382.74,5,0.0,25.0,44.1
895,1,4307.94,5,0.0,44.0,96.9
896,5,16767.84,5,0.0,8.0,18.3
897,1,3652.03,5,0.0,12.0,46.8
898,1,3052.55,5,0.0,11.0,59.7
899,1,3815.56,5,0.0,16.0,60.8
900,3,10391.24,5,0.0,32.0,70.2
901,3,10510.93,5,0.0,7.0,25.7
902,1,2986.73,5,0.0,52.0,100.0
903,5,17329.43,5,0.0,18.0,30.3
904,4,14035.86,5,0.0,10.0,31.1
905,4,14542.43,5,0.0,41.0,60.0
906,2,6682.18,5,0.0,2.0,39.5
907,5,17279.72,5,0.0,37.0,64.2
908,3,10877.72,5,0.0,42.0,78.6
909,1,3156.26,5,0.0,13.0,57.9
910,2,7456.95,5,0.0,3.0,30.1
911,4,13996.37,5,0.0,22.0,40.3
912,3,10621.25,5,0.0,6.0,32.8
913,3,10647.01,5,0.0,7.0,31.7
914,1,3253.51,5,0.0,15.0,65.4
915,4,14155.95,5,0.0,18.0,41.9
916,5,17191.05,5,0.0,32.0,61.6
917,3,10299.16,5,0.0,41.0,69.9
918,1,3723.48,5,0.0,36.0,84.8
919,5,17617.36,5,0.0,9.0,13.8
920,4,13970.01,5,0.0,10.0,19.3
921,3,9996.51,5,0.0,53.0,92.9
922,5,17096.34,5,0.0,34.0,52.7
923,5,17610.68,5,0.0,52.0,68.4
924,5,17792.86,5,0.0,22.0,37.2
925,3,10056.14,5,0.0,37.0,67.1
926,3,10164.07,5,0.0,31.0,61.2
927,2,7053.67,5,0.0,19.0,55.4
928,4,14045.12,5,0.0,28.0,47.4
929,1,2850.42,5,0.0,30.0,74.6
930,5,17564.63,5,0.0,12.0,21.0
931,2,6760.65,5,1.0,19.0,58.8
932,1,4156.42,5,0.0,47.0,85.1
933,2,7099.68,5,0.0,55.0,98.8
934,3,10668.59,5,0.0,22.0,46.5
935,5,17678.94,5,0.0,18.0,26.8
936,1,3014.43,5,0.0,12.0,53.4
937,1,4277.55,5,0.0,41.0,90.8
938,1,2850.84,5,0.0,19.0,64.2
939,1,3818.28,5,0.0,59.0,100.0
940,1,3747.47,5,0.0,20.0,69.1
941,2,6809.2,5,0.0,24.0,57.9
942,5,17766.58,5,0.0,36.0,49.8
943,3,10372.97,5,0.0,48.0,85.1
944,3,10229.82,5,0.0,28.0,61.4
945,3,10687.82,5,0.0,25.0,53.4
946,3,10097.38,5,0.0,60.0,83.0
947,2,6910.3,5,0.0,1.0,30.3
948,4,13762.33,5,0.0,54.0,83.3
949,5,17365.61,5,0.0,9.0,24.2
950,1,3673.09,5,0.0,47.0,98.2
951,4,13762.25,5,0.0,37.0,60.1
952,3,10423.07,5,0.0,21.0,62.1
953,4,13798.74,5,0.0,52.0,79.1
954,5,18077.6,5,0.0,1.0,14.0
955,1,3637.04,5,0.0,14.0,51.6
956,1,3588.03,5,0.0,34.0,77.4
957,5,17773.37,5,0.0,21.0,38.5
958,5,17262.35,5,0.0,37.0,59.2
959,3,10843.7,5,0.0,1.0,25.8
960,1,3638.47,5,0.0,7.0,41.1
961,4,13375.64,5,0.0,8.0,26.3
962,2,6428.79,5,0.0,11.0,48.6
963,2,6771.08,5,0.0,28.0,67.6
964,5,16971.6,5,0.0,45.0,61.3
965,3,10404.69,5,0.0,54.0,90.4
966,2,6594.5,5,0.0,50.0,90.4
967,1,3460.91,5,0.0,12.0,50.6
968,5,18064.68,5,0.0,26.0,45.5
969,4,13980.25,5,0.0,12.0,32.8
970,5,17378.81,5,0.0,16.0,28.3
971,4,14155.3,5,0.0,30.0,51.7
972,5,17221.43,5,0.0,4.0,14.0
973,5,17837.37,5,0.0,13.0,26.5
974,5,17698.09,5,0.0,56.0,86.0
975,4,14015.55,5,0.0,28.0,54.8
976,4,14061.73,5,0.0,27.0,46.7
977,5,18316.7,5,0.0,1.0,7.8
978,2,7376.92,5,0.0,15.0,47.8
979,3,11379.81,5,0.0,52.0,87.4
980,3,10712.81,5,0.0,10.0,33.8
981,3,9911.32,5,0.0,25.0,58.3
982,4,13895.13,5,0.0,1.0,5.8
983,4,13319.92,5,0.0,29.0,55.1
984,2,7211.32,5,0.0,1.0,36.9
985,3,10798.16,5,0.0,49.0,91.3
986,3,10145.63,5,0.0,49.0,89.8
987,5,17237.75,5,0.0,47.0,63.3
988,4,14059.5,5,0.0,17.0,42.2
989,3,10020.76,5,0.0,50.0,85.4
990,2,6490.74,5,0.0,33.0,63.4
991,2,7495.45,5,0.0,22.0,61.7
992,3,10545.88,5,0.0,38.0,67.9
993,4,13776.76,5,0.0,1.0,18.9
994,2,6323.15,5,0.0,9.0,52.6
995,5,17840.94,5,0.0,45.0,64.6
996,2,6726.19,5,0.0,15.0,46.5
997,1,4244.27,5,0.0,36.0,89.9
998,1,3843.72,5,0.0,23.0,71.5
999,4,13676.74,5,0.0,51.0,73.9
1000,3,10213.81,5,0.0,57.0,86.5
1001,4,14688.74,5,0.0,53.0,76.7
1002,4,13966.3,5,0.0,16.0,41.7
1003,4,13794.68,5,0.0,12.0,30.5
1004,4,14011.09,5,0.0,28.0,52.6
1005,5,17292.83,5,0.0,0.0,3.8
1006,5,17596.42,5,0.0,2.0,16.2
1007,2,6969.67,5,0.0,33.0,63.8
1008,1,3850.2,5,0.0,31.0,76.2
1009,4,13844.57,5,0.0,60.0,91.7
1010,2,6646.07,5,0.0,12.0,42.9
1011,1,3360.41,5,0.0,15.0,63.7
1012,3,10357.97,5,0.0,7.0,29.8
1013,5,17468.99,5,0.0,55.0,69.9
1014,1,3753.82,5,0.0,47.0,100.0
1015,3,10731.96,5,0.0,49.0,86.0
1016,1,3979.86,5,0.0,54.0,100.0
1017,5,17175.4,5,0.0,31.0,52.9
1018,5,17655.49,5,0.0,27.0,29.4
1019,2,7290.93,5,0.0,20.0,61.0
1020,4,13730.31,5,0.0,35.0,56.6
1021,1,3416.95,5,0.0,27.0,71.6
1022,1,2800.01,5,0.0,27.0,76.7
1023,3,10862.74,5,0.0,56.0,91.6
1024,5,17413.8,5,0.0,59.0,83.8
1025,1,3822.63,5,0.0,48.0,99.1
1026,5,17582.42,5,0.0,45.0,65.3
1027,1,3425.93,5,0.0,41.0,88.5
1028,2,6362.88,5,0.0,10.0,40.6
1029,4,13434.02,5,0.0,4.0,18.6
1030,1,2462.74,5,0.0,41.0,91.2
1031,5,17274.95,5,0.0,44.0,71.7
1032,2,7911.3,5,0.0,3.0,44.7
1033,1,2984.82,5,0.0,56.0,100.0
1034,3,9447.43,5,0.0,5.0,32.9
1035,4,14385.07,5,0.0,17.0,37.1
1036,1,4445.49,5,0.0,40.0,91.1
1037,2,7119.17,5,0.0,10.0,47.5
1038,3,10615.49,5,0.0,3.0,32.6
1039,2,6876.05,5,0.0,20.0,43.3
1040,2,6282.3,5,0.0,46.0,91.0
1041,3,9919.72,5,0.0,25.0,53.8
1042,2,6873.3,5,0.0,39.0,77.5
1043,3,10296.62,5,0.0,35.0,71.7
1044,1,3453.93,5,0.0,1.0,50.9
1045,3,10831.73,5,0.0,59.0,100.0
1046,3,10267.26,5,0.0,2.0,26.4
1047,4,14339.89,5,0.0,58.0,82.3
1048,3,10269.88,5,0.0,33.0,50.6
1049,3,10915.3,5,0.0,58.0,96.3
1050,1,3534.55,5,0.0,7.0,53.2
1051,4,13825.67,5,0.0,29.0,52.8
1052,5,17527.72,5,0.0,10.0,26.9
1053,1,3382.58,5,0.0,3.0,39.1
1054,1,3545.25,5,0.0,37.0,85.6
1055,5,17803.24,5,0.0,12.0,23.7
1056,3,10465.11,5,0.0,35.0,67.8
1057,2,6852.17,5,0.0,7.0,47.9
1058,4,13550.59,5,0.0,20.0,41.4
1059,2,7231.67,5,0.0,47.0,88.8
1060,5,17639.31,5,0.0,26.0,36.8
1061,1,3027.22,5,0.0,38.0,93.8
1062,1,3834.2,5,0.0,39.0,81.5
1063,4,13520.73,5,0.0,51.0,76.0
1064,1,3911.69,5,0.0,19.0,73.9
1065,1,3775.15,5,0.0,41.0,93.8
1066,4,14167.87,5,0.0,58.0,87.1
1067,4,13849.2,5,0.0,44.0,70.7
1068,5,17730.31,5,0.0,29.0,40.5
1069,1,3930.55,5,0.0,38.0,87.1
1070,1,3736.94,5,0.0,44.0,93.5
1071,5,17231.9,5,0.0,37.0,55.0
1072,3,10606.96,5,0.0,1.0,19.7
1073,3,10952.81,5,0.0,12.0,42.0
1074,3,11379.64,5,0.0,49.0,89.4
1075,5,17417.91,5,0.0,16.0,28.6
1076,1,3843.15,5,0.0,44.0,97.9
1077,5,17953.79,5,0.0,22.0,38.3
1078,5,17175.04,5,0.0,31.0,44.5
1079,3,11212.83,5,0.0,4.0,25.6
1080,2,6573.93,5,0.0,11.0,42.5
1081,1,3823.59,5,0.0,57.0,100.0
1082,3,10622.13,5,0.0,53.0,89.8
1083,2,7022.23,5,0.0,39.0,87.3
1084,2,8018.73,5,0.0,28.0,71.0
1085,4,13879.5,5,0.0,41.0,70.6
1086,1,3373.06,5,0.0,37.0,87.9
1087,2,7532.59,5,0.0,34.0,70.1
1088,3,10804.72,5,0.0,4.0,31.9
1089,4,14512.84,5,0.0,38.0,63.9
1090,1,3546.75,5,0.0,46.0,91.7
1091,5,17626.78,5,0.0,60.0,87.6
1092,3,11260.37,5,0.0,1.0,32.3
1093,2,6665.62,5,0.0,44.0,80.9
1094,2,6958.85,5,0.0,34.0,72.0
1095,3,10819.3,5,0.0,26.0,54.5
1096,2,6921.66,5,0.0,8.0,46.2
1097,4,13771.94,5,0.0,25.0,49.9
1098,1,3747.39,5,0.0,21.0,67.7
1099,4,14534.32,5,0.0,18.0,41.2
1100,2,6943.67,5,0.0,44.0,80.2
1101,5,17432.56,5,0.0,42.0,62.4
1102,1,3240.92,5,0.0,35.0,83.9
1103,1,3381.61,5,0.0,56.0,100.0
1104,3,10933.44,5,0.0,21.0,43.5
1105,3,10532.43,5,0.0,15.0,43.7
1106,5,17178.0,5,0.0,39.0,59.0
1107,1,3604.94,5,0.0,12.0,47.8
1108,5,17920.48,5,0.0,19.0,32.8
1109,3,10275.25,5,0.0,13.0,42.8
1110,3,9968.56,5,0.0,4.0,28.2
1111,1,4376.33,5,0.0,50.0,100.0
1112,4,13448.59,5,0.0,15.0,35.7
1113,2,6856.39,5,0.0,28.0,69.5
1114,3,10592.85,5,0.0,3.0,31.8
1115,3,10391.03,5,0.0,42.0,79.0
1116,4,13970.04,5,0.0,20.0,46.9
1117,4,14230.74,5,0.0,45.0,73.3
1118,5,16543.31,5,0.0,25.0,37.3
1119,5,16993.24,5,0.0,12.0,20.9
1120,2,7017.7,5,0.0,31.0,65.6
1121,2,6838.31,5,0.0,8.0,44.2
1122,1,3551.76,5,0.0,26.0,80.3
1123,5,17591.06,5,0.0,19.0,31.1
1124,3,9653.63,5,0.0,55.0,93.9
1125,5,18009.46,5,0.0,4.0,10.6
1126,3,10300.69,5,0.0,42.0,76.9
1127,4,13653.79,5,0.0,11.0,37.5
1128,5,17583.34,5,0.0,19.0,36.4
1129,4,14042.86,5,0.0,25.0,40.1
1130,2,7478.68,5,0.0,54.0,100.0
1131,2,7108.75,5,0.0,15.0,54.5
1132,1,3963.24,5,0.0,5.0,49.4
1133,5,17124.73,5,0.0,19.0,36.3
1134,4,14056.74,5,0.0,6.0,21.4
1135,3,10054.1,5,0.0,8.0,35.6
1136,2,7039.07,5,0.0,34.0,80.9
1137,2,6954.28,5,0.0,4.0,43.5
1138,3,10437.08,5,0.0,2.0,31.0
1139,4,13940.59,5,0.0,43.0,65.0
1140,4,14294.56,5,0.0,22.0,38.8
1141,5,16857.06,5,0.0,8.0,19.6
1142,5,17140.08,5,0.0,15.0,29.2
1143,1,3483.77,5,0.0,39.0,87.7
1144,2,6528.53,5,0.0,17.0,49.8
1145,5,17518.45,5,0.0,30.0,47.8
1146,4,13979.66,5,0.0,7.0,27.3
1147,3,9938.5,5,0.0,35.0,69.8
1148,4,13418.73,5,0.0,19.0,43.7
1149,2,5950.48,5,0.0,38.0,77.8
1150,4,13511.73,5,0.0,49.0,73.8
1151,1,3505.73,5,0.0,37.0,91.6
1152,2,7062.48,5,0.0,18.0,51.5
1153,3,10580.76,5,0.0,15.0,42.1
1154,1,3188.83,5,0.0,20.0,71.7
1155,2,6992.68,5,0.0,10.0,43.1
1156,3,10658.9,5,0.0,11.0,38.6
1157,1,2992.79,5,0.0,47.0,96.9
1158,1,3549.33,5,0.0,23.0,60.8
1159,2,7262.59,5,0.0,26.0,64.8
1160,5,17303.69,5,0.0,36.0,47.7
1161,1,3924.89,5,0.0,35.0,85.7
1162,1,3313.03,5,0.0,4.0,52.4
1163,3,10155.98,5,0.0,50.0,74.8
1164,4,14222.74,5,0.0,11.0,28.7
1165,2,7813.32,5,0.0,43.0,88.3
1166,2,7034.14,5,0.0,46.0,78.7
1167,5,17753.96,5,0.0,43.0,68.2
1168,5,17296.51,5,0.0,35.0,53.6
1169,2,6503.35,5,0.0,1.0,40.5
1170,5,17566.51,5,0.0,22.0,33.1
1171,3,10629.76,5,0.0,36.0,67.3
1172,2,6856.84,5,0.0,23.0,61.1
1173,5,17752.42,5,0.0,52.0,82.9
1174,2,6738.37,5,0.0,19.0,62.8
1175,4,13639.17,5,0.0,18.0,39.8
1176,1,3924.26,5,0.0,16.0,62.4
1177,2,7426.14,5,0.0,20.0,61.1
1178,1,3246.26,5,0.0,33.0,94.1
1179,5,18187.54,5,0.0,42.0,62.8
1180,1,3385.16,5,0.0,40.0,89.9
1181,2,7033.91,5,0.0,48.0,90.5
1182,4,13966.14,5,0.0,53.0,83.0
1183,5,17709.5,5,0.0,49.0,65.8
1184,2,7108.57,5,0.0,1.0,37.8
1185,5,17603.18,5,0.0,44.0,55.8
1186,3,10092.18,5,0.0,13.0,39.7
1187,1,2824.58,5,0.0,8.0,55.2
1188,3,10956.86,5,0.0,38.0,73.8
1189,2,6781.82,5,0.0,19.0,54.7
1190,4,13980.39,5,0.0,3.0,21.0
1191,5,17630.72,5,0.0,8.0,25.1
1192,1,4151.6,5,0.0,0.0,36.0
1193,5,17564.54,5,0.0,54.0,69.0
1194,2,6842.08,5,0.0,1.0,31.1
1195,5,17290.58,5,0.0,13.0,25.0
1196,1,3485.06,5,0.0,25.0,65.2
