ID_Campanha,Investimento_Ads_BRL,Visitas_Site,Taxa_Desconto_Perc,Taxa_Imposto_Estadual,Vendas_Totais_BRL
545,5549.53,22516.0,25.3,18.0,261846.84
546,25737.35,63175.0,6.3,18.0,945448.84
547,37386.95,84232.0,25.2,18.0,1234692.76
548,1259.23,4238.0,34.6,18.0,28855.02
549,5417.9,11541.0,8.6,18.0,174495.61
550,3753.02,7662.0,18.7,18.0,22922.72
551,44331.96,106332.0,25.2,18.0,1519774.73
552,49293.71,118088.0,11.0,18.0,1751185.65
553,26488.56,63049.0,10.1,18.0,892389.45
554,10722.45,28765.0,15.8,18.0,386713.13
555,46734.07,110956.0,13.5,18.0,1604589.04
556,33075.31,85154.0,24.3,18.0,1212523.5
557,39797.8,96775.0,5.6,18.0,1456797.46
558,26049.57,65888.0,22.0,18.0,949485.94
559,39622.38,106581.0,29.3,18.0,1531967.03
560,17405.04,41142.0,30.6,18.0,559153.15
561,6549.4,17421.0,22.7,18.0,192255.38
562,45335.88,112662.0,14.7,18.0,1684547.3
563,1206.97,7975.0,9.5,18.0,94184.38
564,4601.69,3974.0,9.4,18.0,48077.37
565,7482.28,20682.0,19.3,18.0,277778.35
566,47165.35,115443.0,23.4,18.0,1720914.46
567,15843.55,32847.0,16.3,18.0,464571.47
568,11452.34,23982.0,34.5,18.0,343144.9
569,13527.47,31136.0,34.0,18.0,369353.63
570,5700.08,15057.0,16.1,18.0,178450.59
571,20688.1,53085.0,7.4,18.0,768556.64
572,36820.35,96083.0,22.3,18.0,1368432.83
573,32762.29,77494.0,21.3,18.0,1112478.46
574,13291.43,32827.0,33.9,18.0,464557.16
575,12144.51,31035.0,22.6,18.0,407465.67
576,25294.99,66960.0,15.0,18.0,962654.63
577,43373.48,103389.0,29.2,18.0,1493528.12
578,32069.12,79440.0,14.2,18.0,1134197.39
579,37970.13,87454.0,30.7,18.0,1236385.51
580,22419.04,54568.0,22.0,18.0,810706.99
581,20610.39,45921.0,18.8,18.0,668616.14
582,36422.9,86815.0,15.1,18.0,1258216.31
583,19246.06,49464.0,15.2,18.0,727348.18
584,28077.3,69408.0,10.0,18.0,1000151.81
585,4942.72,8719.0,17.3,18.0,122375.82
586,30119.5,81662.0,28.5,18.0,1132789.34
587,14765.15,41543.0,18.8,18.0,606248.72
588,37379.93,93210.0,22.7,18.0,1333077.15
589,15642.53,35675.0,34.2,18.0,473480.6
590,38119.3,98193.0,12.7,18.0,1463696.2
591,12091.65,27903.0,32.5,18.0,343327.08
592,1215.97,2183.0,23.1,18.0,27129.97
593,7849.23,22181.0,22.4,18.0,291355.23
594,15492.42,37563.0,7.8,18.0,563126.24
595,10584.1,15232.0,25.4,18.0,167423.0
596,27895.22,70332.0,24.2,18.0,993636.95
597,11289.62,34133.0,23.8,18.0,445386.88
598,39146.12,99518.0,24.8,18.0,1450430.32
599,24749.32,58665.0,24.1,18.0,858774.99
600,32327.68,88822.0,14.4,18.0,1276771.55
601,9217.12,16803.0,8.9,18.0,250117.73
602,46309.45,123572.0,13.8,18.0,1814872.18
603,36149.66,88344.0,13.2,18.0,1295590.36
604,8585.87,14468.0,10.0,18.0,191563.96
605,36458.05,94162.0,6.8,18.0,1410477.74
606,10134.09,29170.0,9.4,18.0,447143.24
607,41653.56,105943.0,8.9,18.0,1594579.8
608,10635.45,29605.0,32.4,18.0,372435.61
609,48103.73,125772.0,15.8,18.0,1880193.92
610,27832.28,71635.0,19.0,18.0,1051124.38
611,11920.32,35798.0,28.1,18.0,473868.01
612,11423.61,30952.0,24.2,18.0,393290.33
613,31771.41,83354.0,24.9,18.0,1168970.15
614,32030.53,77915.0,28.3,18.0,1119324.38
615,15860.67,37238.0,8.3,18.0,571581.14
616,41002.02,97598.0,7.4,18.0,1421175.97
617,21533.78,57459.0,20.4,18.0,850178.78
618,40879.06,99383.0,33.9,18.0,1440467.4
619,13995.54,33415.0,22.3,18.0,493124.98
620,49187.85,121644.0,28.0,18.0,1749383.73
621,43742.96,108370.0,10.8,18.0,1592858.15
622,22977.7,45560.0,5.8,18.0,686383.93
623,17433.84,37703.0,11.5,18.0,563302.55
624,2455.6,8292.0,28.2,18.0,95466.06
625,49555.9,115062.0,10.3,18.0,1676142.9
626,34366.53,91987.0,16.3,18.0,1317276.65
627,10268.75,27951.0,33.1,18.0,364242.96
628,3207.23,5352.0,34.1,18.0,5535.56
629,1643.84,3507.0,33.8,18.0,33924.7
630,33428.72,82977.0,19.1,18.0,1231866.91
631,6268.1,19167.0,26.1,18.0,242931.62
632,16187.92,42066.0,17.8,18.0,599263.43
633,16089.42,45916.0,10.1,18.0,705059.73
634,6756.14,24775.0,23.3,18.0,337281.77
635,47399.64,124257.0,14.2,18.0,1860503.12
636,48892.14,121153.0,28.1,18.0,1764038.84
637,45319.48,115855.0,18.7,18.0,1692796.74
638,40012.83,100215.0,34.6,18.0,1418330.94
639,4206.04,13538.0,27.7,18.0,168729.89
640,36134.89,77831.0,7.1,18.0,1177416.54
641,23339.61,50370.0,27.2,18.0,681197.69
642,8422.7,33338.0,6.1,18.0,477312.73
643,32689.29,84105.0,32.5,18.0,1187093.63
644,2432.49,13789.0,5.3,18.0,215586.66
645,37922.52,100348.0,6.1,18.0,1479728.3
646,44596.91,108428.0,6.9,18.0,1615751.33
647,1508.62,908.0,18.8,18.0,38713.26
648,17043.96,43984.0,9.5,18.0,640500.17
649,41596.06,104346.0,5.7,18.0,1560586.2
650,6517.28,10819.0,22.6,18.0,149325.94
651,2210.09,-3019.0,20.7,18.0,84606.97
652,40903.32,105104.0,29.1,18.0,1530432.69
653,13196.36,37684.0,7.8,18.0,548155.14
654,13210.63,25295.0,7.7,18.0,358415.02
655,8753.6,21750.0,25.7,18.0,251358.14
656,14526.74,47350.0,34.9,18.0,641580.91
657,22006.81,51813.0,34.8,18.0,707177.16
658,13662.67,34580.0,9.4,18.0,497961.44
659,18980.41,48189.0,18.3,18.0,685474.69
660,18115.48,52606.0,24.4,18.0,725044.23
661,17318.75,40567.0,29.1,18.0,517040.54
662,15864.99,34585.0,6.6,18.0,510847.44
663,16441.24,49802.0,17.7,18.0,734758.28
664,14241.03,38339.0,6.1,18.0,585157.11
665,45114.44,106887.0,29.5,18.0,1536041.21
666,48381.74,118254.0,30.1,18.0,1717635.98
667,44938.23,108136.0,33.0,18.0,1575655.24
668,19290.49,52687.0,9.6,18.0,794029.45
669,32765.68,75965.0,23.5,18.0,1080310.19
670,16260.65,45319.0,24.8,18.0,611461.06
671,40688.63,107955.0,16.7,18.0,1594048.4
672,40433.87,103709.0,12.1,18.0,1572860.33
673,39926.47,95418.0,6.3,18.0,1418101.67
674,6460.32,15333.0,12.9,18.0,199238.15
675,40768.31,110309.0,15.0,18.0,1627128.2
676,39198.06,95077.0,30.3,18.0,1350961.23
677,44368.93,112363.0,5.1,18.0,1693840.8
678,16798.63,49837.0,19.4,18.0,689329.88
679,6251.11,13168.0,32.4,18.0,123627.38
680,8901.24,26736.0,6.7,18.0,370712.41
681,33966.53,96707.0,26.1,18.0,1387087.39
682,35993.34,95183.0,6.1,18.0,1400730.95
683,12624.48,32101.0,9.1,18.0,441827.1
684,40480.15,102159.0,10.5,18.0,1492835.0
685,45996.52,111018.0,27.2,18.0,1643443.63
686,49246.47,126384.0,32.6,18.0,1823548.74
687,49855.31,124313.0,33.4,18.0,1787408.36
688,26280.27,57372.0,7.0,18.0,866858.18
689,35304.13,90062.0,23.8,18.0,1327364.97
690,4751.38,6901.0,17.5,18.0,112922.29
691,45155.93,115002.0,24.4,18.0,1678530.5
692,40865.55,113276.0,21.7,18.0,1637643.72
693,18594.02,42187.0,26.1,18.0,594760.39
694,48809.48,123382.0,16.5,18.0,1811292.09
695,19913.32,51936.0,17.4,18.0,755246.17
696,1794.26,2467.0,9.8,18.0,33544.72
697,1915.05,10144.0,9.4,18.0,130344.67
698,27662.84,73678.0,18.8,18.0,1075634.94
699,22714.17,55857.0,23.2,18.0,779121.96
700,2259.31,3501.0,23.8,18.0,9092.97
701,19046.92,42753.0,5.1,18.0,641855.54
702,21595.7,61142.0,15.3,18.0,852167.32
703,20864.79,51809.0,13.1,18.0,723176.85
704,49905.81,128779.0,8.3,18.0,1903700.88
705,8677.09,20185.0,31.1,18.0,250014.33
706,22410.99,53238.0,20.8,18.0,734932.08
707,14241.4,29453.0,23.9,18.0,357108.41
708,48479.21,119373.0,8.6,18.0,1815046.77
709,29900.64,80147.0,26.1,18.0,1132219.44
710,35505.13,87442.0,7.9,18.0,1273649.49
711,32846.9,85683.0,17.1,18.0,1253629.21
712,38014.95,104988.0,9.6,18.0,1567411.62
713,44380.4,115758.0,5.9,18.0,1772608.87
714,13399.58,32735.0,21.9,18.0,438313.16
715,12171.7,42904.0,22.0,18.0,610432.88
716,30529.44,74011.0,7.0,18.0,1105882.86
717,12572.04,27063.0,26.0,18.0,355432.68
718,36818.33,88060.0,15.8,18.0,1285429.41
719,33535.95,88106.0,11.3,18.0,1262736.19
720,12724.47,28158.0,15.9,18.0,383385.07
721,10109.82,27191.0,31.9,18.0,320656.46
722,16326.01,51343.0,25.8,18.0,708716.51
723,18950.12,49669.0,33.4,18.0,626157.89
724,29905.43,72541.0,29.5,18.0,1036465.63
725,38202.71,93911.0,24.8,18.0,1384651.59
726,16795.19,35451.0,13.6,18.0,523584.32
727,25599.09,69134.0,16.8,18.0,1019031.35
728,29607.72,82994.0,19.0,18.0,1177266.45
729,14063.44,41615.0,24.9,18.0,594755.0
730,35978.49,87104.0,5.1,18.0,1308076.05
731,23406.28,58243.0,29.8,18.0,789720.33
732,32861.34,75390.0,17.9,18.0,1101615.52
733,25630.77,67739.0,30.3,18.0,981963.5
734,22138.28,50126.0,12.6,18.0,734049.0
735,36170.56,92058.0,9.8,18.0,1367549.11
736,1605.68,4758.0,7.2,18.0,47096.97
737,4934.42,14531.0,30.9,18.0,157283.82
738,29242.27,71018.0,33.4,18.0,980015.83
739,40867.46,102461.0,10.7,18.0,1539098.49
740,28515.28,69071.0,11.2,18.0,1008832.21
741,30575.99,67503.0,15.3,18.0,979711.16
742,11808.46,24306.0,24.0,18.0,286817.33
743,46057.51,113508.0,8.7,18.0,1644451.48
744,11069.53,34944.0,16.1,18.0,479989.03
745,34728.59,97697.0,17.5,18.0,1430765.76
746,19385.28,51006.0,21.1,18.0,715673.78
747,11364.92,32789.0,23.6,18.0,417712.57
748,41228.58,100913.0,34.8,18.0,1482174.77
749,6614.15,11769.0,21.1,18.0,146804.13
750,38879.48,99812.0,25.5,18.0,1451452.75
751,24669.97,57545.0,8.2,18.0,873387.55
752,47535.78,117017.0,12.3,18.0,1740062.7
753,27935.48,75175.0,13.8,18.0,1128109.02
754,26696.88,67919.0,32.9,18.0,978695.91
755,43805.66,109631.0,31.0,18.0,1569597.75
756,32689.57,82814.0,32.5,18.0,1168993.12
757,17132.31,36772.0,15.8,18.0,506118.97
758,1512.02,3793.0,5.1,18.0,41449.67
759,7717.68,20839.0,28.2,18.0,265253.32
760,38745.58,94636.0,7.4,18.0,1380686.51
761,41820.26,104123.0,12.8,18.0,1538605.65
762,33569.3,82924.0,16.0,18.0,1242707.6
763,29202.25,74939.0,23.7,18.0,1061555.51
764,45513.96,119047.0,13.9,18.0,1785366.0
765,36004.38,94254.0,14.3,18.0,1360906.22
766,24613.1,61838.0,9.1,18.0,929086.55
767,35662.1,73592.0,28.6,18.0,1037596.41
768,32329.27,79738.0,14.6,18.0,1189111.81
769,2222.03,12616.0,13.6,18.0,164164.26
770,40350.63,103195.0,30.5,18.0,1483286.7
771,37571.09,87363.0,31.9,18.0,1254906.81
772,19966.4,51135.0,7.4,18.0,731981.22
773,29729.73,81518.0,7.6,18.0,1200834.77
774,12581.48,26436.0,6.6,18.0,385945.72
775,49442.88,120287.0,24.5,18.0,1711724.89
776,29850.33,80636.0,6.6,18.0,1202015.5
777,10754.82,25814.0,28.7,18.0,328626.69
778,49518.22,122822.0,32.4,18.0,1759774.65
779,42801.97,112782.0,20.9,18.0,1656384.9
780,17861.93,48152.0,10.4,18.0,736442.38
781,33195.01,93055.0,23.6,18.0,1333352.7
782,46719.96,116387.0,6.4,18.0,1709423.48
783,28394.74,80529.0,7.9,18.0,1153410.66
784,31238.15,77693.0,19.5,18.0,1120982.93
785,23980.47,55594.0,17.0,18.0,858890.8
786,49746.66,119528.0,26.3,18.0,1746871.15
787,46740.21,109026.0,20.9,18.0,1580908.33
788,2384.52,176.0,32.9,18.0,62836.11
789,22971.25,50468.0,24.8,18.0,685202.13
790,17658.82,46574.0,13.1,18.0,680501.67
791,8632.35,19108.0,10.7,18.0,272510.89
792,15486.59,49000.0,30.3,18.0,676609.34
793,36145.26,84659.0,29.0,18.0,1172152.22
794,24863.47,60228.0,23.3,18.0,834567.22
795,16106.6,45371.0,27.8,18.0,614888.99
796,46077.49,116953.0,19.7,18.0,1731649.95
797,35091.95,93142.0,34.5,18.0,1354069.7
798,14559.25,32858.0,33.8,18.0,437137.8
799,39864.54,103277.0,21.5,18.0,1458532.29
800,49933.32,119282.0,31.6,18.0,1713054.58
801,35510.72,95217.0,6.0,18.0,1412037.57
802,24266.63,55647.0,28.0,18.0,777689.29
803,39977.7,90778.0,18.3,18.0,1323973.73
804,27092.8,69153.0,18.6,18.0,988906.22
805,29157.01,73054.0,8.8,18.0,1075601.82
806,48345.27,114512.0,6.5,18.0,1688427.98
807,47191.69,116145.0,5.3,18.0,1727922.0
808,29874.0,67528.0,21.2,18.0,1015252.92
809,12248.36,37131.0,10.4,18.0,504011.62
810,25272.39,66153.0,24.3,18.0,913578.53
811,22347.09,57125.0,19.4,18.0,848799.48
812,17217.56,49332.0,21.4,18.0,703226.66
813,30583.75,73132.0,6.9,18.0,1048321.14
814,5639.63,9221.0,31.0,18.0,77776.22
815,6672.12,9250.0,26.6,18.0,100111.16
816,48514.73,119026.0,33.2,18.0,1733492.51
817,47691.84,118515.0,31.3,18.0,1720830.9
818,19620.07,38813.0,13.5,18.0,582483.77
819,49391.22,129412.0,12.6,18.0,1923582.74
820,36193.3,84927.0,12.9,18.0,1259020.25
821,46287.35,109549.0,29.9,18.0,1629974.81
822,17258.42,42810.0,5.9,18.0,633987.41
823,42287.67,104853.0,26.6,18.0,1496941.17
824,30641.2,82503.0,21.2,18.0,1235696.85
825,42248.89,108856.0,23.9,18.0,1565452.39
826,5304.01,19809.0,24.2,18.0,270315.78
827,18174.25,41016.0,5.9,18.0,625443.13
828,22030.6,60136.0,29.2,18.0,830868.14
829,40329.77,102590.0,8.1,18.0,1515583.47
830,12861.42,32995.0,32.7,18.0,436124.41
831,1163.28,5254.0,20.3,18.0,39359.76
832,20044.16,41190.0,24.4,18.0,602721.32
833,46158.06,116816.0,22.7,18.0,1716441.33
834,8478.57,14606.0,16.0,18.0,188805.46
835,37749.73,96940.0,24.6,18.0,1440072.84
836,47426.7,121782.0,27.7,18.0,1740505.68
837,13288.07,33555.0,24.2,18.0,494028.75
838,8714.52,24965.0,5.5,18.0,351140.3
839,17809.71,48032.0,24.2,18.0,644649.05
840,15323.71,48041.0,5.6,18.0,708145.71
841,14250.25,34847.0,30.1,18.0,453721.5
842,24249.89,55887.0,33.6,18.0,796763.04
843,28371.59,69489.0,25.4,18.0,993882.59
844,1311.03,-962.0,32.0,18.0,92340.98
845,42329.43,101684.0,12.6,18.0,1492739.7
846,7665.66,27331.0,29.1,18.0,353480.52
847,38359.66,95304.0,8.1,18.0,1441433.17
848,5039.41,16273.0,29.1,18.0,189124.91
849,38424.3,91837.0,25.5,18.0,1332161.67
850,18806.27,42988.0,25.7,18.0,589532.57
851,12845.55,28639.0,28.3,18.0,372191.99
852,38172.65,93846.0,34.2,18.0,1303941.49
853,3735.14,13530.0,19.2,18.0,164910.47
854,22989.91,59536.0,29.8,18.0,806911.33
855,45140.46,110916.0,28.5,18.0,1586109.18
856,45456.98,116249.0,10.5,18.0,1715893.34
857,23975.18,52147.0,15.5,18.0,752978.6
858,41721.2,102530.0,10.2,18.0,1509088.97
859,33726.68,84568.0,32.8,18.0,1226556.87
860,13823.99,31135.0,28.5,18.0,427803.42
861,18520.36,43653.0,34.0,18.0,590153.21
862,46453.33,116465.0,14.8,18.0,1715783.47
863,44222.96,108363.0,6.5,18.0,1607841.61
864,47923.77,120926.0,18.8,18.0,1745438.59
865,11838.57,33465.0,8.3,18.0,487393.69
866,8392.0,17282.0,30.8,18.0,220003.12
867,7037.94,12850.0,6.6,18.0,210410.46
868,24420.43,60544.0,31.5,18.0,860213.48
869,13613.69,29304.0,19.7,18.0,389201.86
870,47375.65,113186.0,27.6,18.0,1661911.65
871,25056.18,57609.0,16.9,18.0,809551.94
872,36323.67,78900.0,23.5,18.0,1098834.37
873,49815.38,127864.0,17.1,18.0,1836746.58
874,22331.55,53363.0,23.9,18.0,764429.51
875,2051.75,12605.0,29.6,18.0,105728.11
876,1739.98,11220.0,6.5,18.0,166471.52
877,24113.12,59761.0,32.6,18.0,872334.96
878,32263.94,91162.0,19.0,18.0,1327721.92
879,6171.83,20651.0,34.7,18.0,238131.56
880,11763.22,19698.0,21.9,18.0,303344.57
881,37011.94,94250.0,20.6,18.0,1397254.36
882,35943.27,87070.0,30.5,18.0,1238336.61
883,48058.98,124455.0,22.0,18.0,1795880.3
884,36835.27,93223.0,23.7,18.0,1334428.69
885,42162.27,103845.0,9.4,18.0,1504684.35
886,30118.58,77389.0,19.0,18.0,1128432.99
887,34417.63,88954.0,10.0,18.0,1286272.02
888,35829.94,88106.0,29.6,18.0,1240049.36
889,9604.83,11494.0,21.6,18.0,122457.68
890,19712.57,47123.0,8.8,18.0,692565.76
891,20540.02,46287.0,5.8,18.0,709220.68
892,19969.97,55730.0,5.3,18.0,810291.46
893,10178.68,15616.0,13.0,18.0,232012.53
894,21745.85,45021.0,5.9,18.0,657689.14
895,37160.94,90668.0,19.9,18.0,1272337.04
896,49515.89,124711.0,16.7,18.0,1813699.31
897,4372.98,14431.0,6.8,18.0,235820.73
898,42769.85,103849.0,8.0,18.0,1556225.05
899,39452.73,87965.0,9.5,18.0,1265583.66
900,24487.49,64952.0,19.3,18.0,902835.99
901,15579.45,35775.0,22.1,18.0,464718.72
902,24681.38,60536.0,14.2,18.0,874724.85
903,20251.66,56570.0,32.7,18.0,808951.2
904,45085.03,112427.0,11.5,18.0,1655878.88
905,14720.61,29129.0,25.1,18.0,372062.43
906,5636.21,19391.0,11.2,18.0,242679.33
907,25720.97,55212.0,14.1,18.0,827047.92
908,9710.57,23599.0,25.3,18.0,279772.13
909,12339.78,34510.0,17.4,18.0,457199.64
910,35189.77,96009.0,12.8,18.0,1405249.59
911,44374.35,111683.0,13.1,18.0,1626294.11
912,44924.46,109347.0,10.5,18.0,1589440.46
913,40534.11,101755.0,5.4,18.0,1544793.81
914,39564.83,95891.0,10.8,18.0,1444093.81
915,40765.32,105161.0,6.9,18.0,1578409.44
916,16903.54,40158.0,5.5,18.0,607271.61
917,31420.96,82286.0,23.9,18.0,1196466.5
918,9897.97,21397.0,21.8,18.0,287859.7
919,42779.66,106542.0,19.5,18.0,1552269.01
920,47934.02,124051.0,30.8,18.0,1798975.64
921,13377.07,38278.0,5.7,18.0,575637.15
922,4402.25,15088.0,10.8,18.0,224497.19
923,36743.15,99123.0,21.4,18.0,1427495.26
924,45935.7,109953.0,6.0,18.0,1621362.19
925,42329.45,106600.0,19.1,18.0,1593356.32
926,1640.36,9725.0,10.5,18.0,156527.54
927,22113.17,55917.0,19.4,18.0,816667.44
928,20374.78,48822.0,18.0,18.0,717222.94
929,21649.21,54029.0,6.8,18.0,785464.98
930,7871.54,20001.0,18.2,18.0,242574.37
931,38300.69,92881.0,22.9,18.0,1352438.71
932,34930.46,83209.0,21.7,18.0,1160263.23
933,30979.55,75508.0,30.2,18.0,1061532.67
934,46516.6,118259.0,24.1,18.0,1743519.49
935,36055.5,85594.0,19.1,18.0,1252393.38
936,16830.6,38992.0,30.3,18.0,518748.01
937,40986.19,103526.0,22.3,18.0,1497617.1
938,47404.49,114790.0,16.9,18.0,1709738.03
939,8905.89,17356.0,10.2,18.0,247953.94
940,26919.95,59283.0,33.1,18.0,775838.13
941,39187.69,99725.0,24.9,18.0,1464931.96
942,18533.49,57226.0,7.9,18.0,855174.04
943,19066.01,38899.0,28.6,18.0,522058.99
944,35357.47,89994.0,12.5,18.0,1298168.13
945,28101.23,60813.0,33.8,18.0,790133.61
946,31514.53,81425.0,34.9,18.0,1146693.71
947,11058.56,29732.0,22.0,18.0,406505.82
948,32516.14,81855.0,24.3,18.0,1190708.76
949,25309.8,63538.0,10.2,18.0,955082.5
950,33189.95,90618.0,33.8,18.0,1282677.8
951,15357.43,42420.0,9.8,18.0,622901.51
952,7921.9,25902.0,32.4,18.0,301110.58
953,42000.56,105680.0,5.2,18.0,1582512.09
954,6545.23,15286.0,11.4,18.0,212104.5
955,6487.18,9725.0,29.2,18.0,110688.59
956,23486.72,57100.0,23.7,18.0,822692.33
957,21333.26,53922.0,33.6,18.0,738431.63
958,47325.9,123008.0,31.2,18.0,1747075.86
959,21194.68,49701.0,24.0,18.0,698050.55
960,16964.66,45412.0,10.3,18.0,666592.03
961,16751.79,36510.0,33.2,18.0,470331.01
962,13211.56,29326.0,28.7,18.0,376364.26
963,37207.37,96287.0,18.0,18.0,1411184.38
964,2423.21,2561.0,11.9,18.0,37160.48
965,32768.96,76735.0,18.9,18.0,1122952.87
966,4186.43,14685.0,21.4,18.0,168286.29
967,12769.45,40975.0,29.7,18.0,535836.91
968,5431.88,6624.0,34.4,18.0,752.0
969,38287.28,94913.0,26.0,18.0,1365722.92
970,11551.02,27310.0,18.6,18.0,352682.7
971,34344.99,85068.0,34.0,18.0,1203484.65
972,24268.5,53022.0,24.1,18.0,747049.07
973,46609.98,116783.0,26.0,18.0,1701940.31
974,8740.48,16318.0,12.6,18.0,193758.93
975,24580.45,66544.0,14.1,18.0,964506.82
976,5463.56,5326.0,8.2,18.0,51137.93
977,9646.43,20946.0,17.9,18.0,254750.36
978,4607.77,6879.0,17.6,18.0,44569.99
979,17855.67,46745.0,17.9,18.0,663582.01
980,34172.65,97067.0,19.0,18.0,1405352.35
981,14604.31,34900.0,26.6,18.0,475302.91
982,16212.89,48047.0,27.8,18.0,620200.45
983,3668.59,4231.0,11.7,18.0,34291.07
984,15826.55,38096.0,31.5,18.0,499857.0
985,42906.84,108667.0,17.0,18.0,1622732.2
986,28824.48,69611.0,25.5,18.0,1001930.27
987,48533.68,111158.0,33.0,18.0,1626741.68
988,34904.59,85809.0,11.3,18.0,1268880.52
989,7502.19,23533.0,23.8,18.0,323390.42
990,8857.99,16969.0,32.5,18.0,168325.5
991,20156.82,59268.0,17.9,18.0,870549.97
992,9469.35,25620.0,20.1,18.0,348150.16
993,2323.15,2549.0,13.2,18.0,19511.16
994,12225.47,30418.0,11.8,18.0,440314.15
995,20695.97,53013.0,7.7,18.0,792676.44
996,26263.85,59471.0,9.6,18.0,914891.89
997,11297.51,27537.0,24.6,18.0,385627.63
998,9090.52,22720.0,24.3,18.0,296269.97
999,34807.45,92211.0,31.3,18.0,1304273.2
1000,5664.27,2922.0,8.3,18.0,27904.13
